"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000093183","Gm25687","predicted gene, 25687 [Source:MGI Symbol;Acc:MGI:5455464]"
"ENSMUSG00000070284","Gmppb","GDP-mannose pyrophosphorylase B [Source:MGI Symbol;Acc:MGI:2660880]"
"ENSMUSG00000053914","Kdm4d","lysine (K)-specific demethylase 4D [Source:MGI Symbol;Acc:MGI:3606484]"
"ENSMUSG00000059113","Gm10061","predicted gene 10061 [Source:MGI Symbol;Acc:MGI:3642175]"
"ENSMUSG00000039278","Pcsk1n","proprotein convertase subtilisin/kexin type 1 inhibitor [Source:MGI Symbol;Acc:MGI:1353431]"
"ENSMUSG00000085324","Gm11680","predicted gene 11680 [Source:MGI Symbol;Acc:MGI:3650354]"
"ENSMUSG00000020679","Hnf1b","HNF1 homeobox B [Source:MGI Symbol;Acc:MGI:98505]"
"ENSMUSG00000094461","Olfr883","olfactory receptor 883 [Source:MGI Symbol;Acc:MGI:3030717]"
"ENSMUSG00000089514","Gm26291","predicted gene, 26291 [Source:MGI Symbol;Acc:MGI:5456068]"
"ENSMUSG00000112449","",""
"ENSMUSG00000026842","Abl1","c-abl oncogene 1, non-receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:87859]"
"ENSMUSG00000084785","Gm13972","predicted gene 13972 [Source:MGI Symbol;Acc:MGI:3649226]"
"ENSMUSG00000022296","Baalc","brain and acute leukemia, cytoplasmic [Source:MGI Symbol;Acc:MGI:1928704]"
"ENSMUSG00000104690","",""
"ENSMUSG00000029359","Tesc","tescalcin [Source:MGI Symbol;Acc:MGI:1930803]"
"ENSMUSG00000038408","1700018A04Rik","RIKEN cDNA 1700018A04 gene [Source:MGI Symbol;Acc:MGI:1916631]"
"ENSMUSG00000029720","Gm20605","predicted gene 20605 [Source:MGI Symbol;Acc:MGI:5306917]"
"ENSMUSG00000031270","4930513O06Rik","RIKEN cDNA 4930513O06 gene [Source:MGI Symbol;Acc:MGI:1922375]"
"ENSMUSG00000042988","Notum","notum pectinacetylesterase homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1924833]"
"ENSMUSG00000064764","Gm23517","predicted gene, 23517 [Source:MGI Symbol;Acc:MGI:5453294]"
"ENSMUSG00000097438","Gm26784","predicted gene, 26784 [Source:MGI Symbol;Acc:MGI:5477278]"
"ENSMUSG00000027015","Cybrd1","cytochrome b reductase 1 [Source:MGI Symbol;Acc:MGI:2654575]"
"ENSMUSG00000027845","Dclre1b","DNA cross-link repair 1B [Source:MGI Symbol;Acc:MGI:2156057]"
"ENSMUSG00000029423","Piwil1","piwi-like RNA-mediated gene silencing 1 [Source:MGI Symbol;Acc:MGI:1928897]"
"ENSMUSG00000070379","Olfr402","olfactory receptor 402 [Source:MGI Symbol;Acc:MGI:3030236]"
"ENSMUSG00000053121","Gm5129","predicted gene 5129 [Source:MGI Symbol;Acc:MGI:3648499]"
"ENSMUSG00000056305","Usp39","ubiquitin specific peptidase 39 [Source:MGI Symbol;Acc:MGI:107622]"
"ENSMUSG00000100891","2810049E08Rik","RIKEN cDNA 2810049E08 gene [Source:MGI Symbol;Acc:MGI:1919927]"
"ENSMUSG00000031610","Scrg1","scrapie responsive gene 1 [Source:MGI Symbol;Acc:MGI:1328308]"
"ENSMUSG00000045362","Tnfrsf26","tumor necrosis factor receptor superfamily, member 26 [Source:MGI Symbol;Acc:MGI:2651928]"
"ENSMUSG00000089418","Gm22016","predicted gene, 22016 [Source:MGI Symbol;Acc:MGI:5451793]"
"ENSMUSG00000092939","Gm22907","predicted gene, 22907 [Source:MGI Symbol;Acc:MGI:5452684]"
"ENSMUSG00000034853","Acot11","acyl-CoA thioesterase 11 [Source:MGI Symbol;Acc:MGI:1913736]"
"ENSMUSG00000031604","Msmo1","methylsterol monoxygenase 1 [Source:MGI Symbol;Acc:MGI:1913484]"
"ENSMUSG00000094445","1700015G11Rik","RIKEN cDNA 1700015G11 gene [Source:MGI Symbol;Acc:MGI:1922779]"
"ENSMUSG00000095130","Ighv1-39","immunoglobulin heavy variable 1-39 [Source:MGI Symbol;Acc:MGI:4439888]"
"ENSMUSG00000022110","Sucla2","succinate-Coenzyme A ligase, ADP-forming, beta subunit [Source:MGI Symbol;Acc:MGI:1306775]"
"ENSMUSG00000105617","Gm43809","predicted gene 43809 [Source:MGI Symbol;Acc:MGI:5663946]"
"ENSMUSG00000097280","AI849053","expressed sequence AI849053 [Source:MGI Symbol;Acc:MGI:2139818]"
"ENSMUSG00000089490","Gm26362","predicted gene, 26362 [Source:MGI Symbol;Acc:MGI:5456139]"
"ENSMUSG00000024589","Nedd4l","neural precursor cell expressed, developmentally down-regulated gene 4-like [Source:MGI Symbol;Acc:MGI:1933754]"
"ENSMUSG00000076899","Traj30","T cell receptor alpha joining 30 [Source:MGI Symbol;Acc:MGI:4439596]"
"ENSMUSG00000046404","Yod1","YOD1 deubiquitinase [Source:MGI Symbol;Acc:MGI:2442596]"
"ENSMUSG00000100194","Tgif2lx2","TGFB-induced factor homeobox 2-like, X-linked 2 [Source:MGI Symbol;Acc:MGI:3800824]"
"ENSMUSG00000004996","Mri1","methylthioribose-1-phosphate isomerase 1 [Source:MGI Symbol;Acc:MGI:1915123]"
"ENSMUSG00000034390","Cmip","c-Maf inducing protein [Source:MGI Symbol;Acc:MGI:1921690]"
"ENSMUSG00000007035","Msh5","mutS homolog 5 [Source:MGI Symbol;Acc:MGI:1329021]"
"ENSMUSG00000036537","Rnf113a1","ring finger protein 113A1 [Source:MGI Symbol;Acc:MGI:1917192]"
"ENSMUSG00000062791","Gm382","predicted gene 382 [Source:MGI Symbol;Acc:MGI:2685228]"
"ENSMUSG00000004789","Dlst","dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) [Source:MGI Symbol;Acc:MGI:1926170]"
"ENSMUSG00000029217","Tec","tec protein tyrosine kinase [Source:MGI Symbol;Acc:MGI:98662]"
"ENSMUSG00000061559","Wdr61","WD repeat domain 61 [Source:MGI Symbol;Acc:MGI:1917493]"
"ENSMUSG00000095140","Gm24388","predicted gene, 24388 [Source:MGI Symbol;Acc:MGI:5454165]"
"ENSMUSG00000089229","Gm25043","predicted gene, 25043 [Source:MGI Symbol;Acc:MGI:5454820]"
"ENSMUSG00000066748","Olfr145","olfactory receptor 145 [Source:MGI Symbol;Acc:MGI:2177528]"
"ENSMUSG00000079478","Sssca1","Sjogren's syndrome/scleroderma autoantigen 1 homolog (human) [Source:MGI Symbol;Acc:MGI:1913482]"
"ENSMUSG00000031224","Magee2","melanoma antigen, family E, 2 [Source:MGI Symbol;Acc:MGI:2148316]"
"ENSMUSG00000021024","Psma6","proteasome (prosome, macropain) subunit, alpha type 6 [Source:MGI Symbol;Acc:MGI:1347006]"
"ENSMUSG00000027305","Ndufaf1","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 1 [Source:MGI Symbol;Acc:MGI:1916952]"
"ENSMUSG00000042042","Csgalnact2","chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:MGI Symbol;Acc:MGI:1926002]"
"ENSMUSG00000102069","",""
"ENSMUSG00000105690","Gm26265","predicted gene, 26265 [Source:MGI Symbol;Acc:MGI:5456042]"
"ENSMUSG00000056910","Vmn2r107","vomeronasal 2, receptor 107 [Source:MGI Symbol;Acc:MGI:1316664]"
"ENSMUSG00000021615","Xrcc4","X-ray repair complementing defective repair in Chinese hamster cells 4 [Source:MGI Symbol;Acc:MGI:1333799]"
"ENSMUSG00000084588","n-R5s68","nuclear encoded rRNA 5S 68 [Source:MGI Symbol;Acc:MGI:4421913]"
"ENSMUSG00000039270","Megf9","multiple EGF-like-domains 9 [Source:MGI Symbol;Acc:MGI:1918264]"
"ENSMUSG00000068889","Lce1e","late cornified envelope 1E [Source:MGI Symbol;Acc:MGI:1915944]"
"ENSMUSG00000065091","Gm23678","predicted gene, 23678 [Source:MGI Symbol;Acc:MGI:5453455]"
"ENSMUSG00000065471","Mir222","microRNA 222 [Source:MGI Symbol;Acc:MGI:3619118]"
"ENSMUSG00000084966","2810471M01Rik","RIKEN cDNA 2810471M01 gene [Source:MGI Symbol;Acc:MGI:1920068]"
"ENSMUSG00000077653","Gm23321","predicted gene, 23321 [Source:MGI Symbol;Acc:MGI:5453098]"
"ENSMUSG00000032116","Stt3a","STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:105124]"
"ENSMUSG00000036110","Slc17a2","solute carrier family 17 (sodium phosphate), member 2 [Source:MGI Symbol;Acc:MGI:2443098]"
"ENSMUSG00000029847","",""
"ENSMUSG00000039195","1110008P14Rik","RIKEN cDNA 1110008P14 gene [Source:MGI Symbol;Acc:MGI:1920987]"
"ENSMUSG00000031155","Pim2","proviral integration site 2 [Source:MGI Symbol;Acc:MGI:97587]"
"ENSMUSG00000044155","Lsm8","LSM8 homolog, U6 small nuclear RNA associated [Source:MGI Symbol;Acc:MGI:1923772]"
"ENSMUSG00000025950","Idh1","isocitrate dehydrogenase 1 (NADP+), soluble [Source:MGI Symbol;Acc:MGI:96413]"
"ENSMUSG00000046962","Zbtb21","zinc finger and BTB domain containing 21 [Source:MGI Symbol;Acc:MGI:1927240]"
"ENSMUSG00000071253","Slc25a16","solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16 [Source:MGI Symbol;Acc:MGI:1920382]"
"ENSMUSG00000047215","Rpl9","ribosomal protein L9 [Source:MGI Symbol;Acc:MGI:1298373]"
"ENSMUSG00000035901","Dennd5a","DENN/MADD domain containing 5A [Source:MGI Symbol;Acc:MGI:1201681]"
"ENSMUSG00000041781","Cpsf2","cleavage and polyadenylation specific factor 2 [Source:MGI Symbol;Acc:MGI:1861601]"
"ENSMUSG00000086589","Gm12915","predicted gene 12915 [Source:MGI Symbol;Acc:MGI:3650273]"
"ENSMUSG00000088677","Gm22804","predicted gene, 22804 [Source:MGI Symbol;Acc:MGI:5452581]"
"ENSMUSG00000084437","Gm23428","predicted gene, 23428 [Source:MGI Symbol;Acc:MGI:5453205]"
"ENSMUSG00000031902","Nfatc3","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3 [Source:MGI Symbol;Acc:MGI:103296]"
"ENSMUSG00000031372","Trex2","three prime repair exonuclease 2 [Source:MGI Symbol;Acc:MGI:1346343]"
"ENSMUSG00000005907","Pex1","peroxisomal biogenesis factor 1 [Source:MGI Symbol;Acc:MGI:1918632]"
"ENSMUSG00000067825","Pex26","peroxisomal biogenesis factor 26 [Source:MGI Symbol;Acc:MGI:1921293]"
"ENSMUSG00000026705","Klhl20","kelch-like 20 [Source:MGI Symbol;Acc:MGI:2444855]"
"ENSMUSG00000089194","Gm25769","predicted gene, 25769 [Source:MGI Symbol;Acc:MGI:5455546]"
"ENSMUSG00000056481","Cd248","CD248 antigen, endosialin [Source:MGI Symbol;Acc:MGI:1917695]"
"ENSMUSG00000063458","1700112E06Rik","RIKEN cDNA 1700112E06 gene [Source:MGI Symbol;Acc:MGI:1923883]"
"ENSMUSG00000104117","Gm20743","predicted gene, 20743 [Source:MGI Symbol;Acc:MGI:5434099]"
"ENSMUSG00000031323","Dmrtc1a","DMRT-like family C1a [Source:MGI Symbol;Acc:MGI:1918137]"
"ENSMUSG00000052852","Reep1","receptor accessory protein 1 [Source:MGI Symbol;Acc:MGI:1098827]"
"ENSMUSG00000086160","4933438A12Rik","RIKEN cDNA 4933438A12 gene [Source:MGI Symbol;Acc:MGI:1918493]"
"ENSMUSG00000099204","Gm27943","predicted gene, 27943 [Source:MGI Symbol;Acc:MGI:5531325]"
"ENSMUSG00000003354","Ccdc65","coiled-coil domain containing 65 [Source:MGI Symbol;Acc:MGI:2146001]"
"ENSMUSG00000047181","Samd14","sterile alpha motif domain containing 14 [Source:MGI Symbol;Acc:MGI:2384945]"
"ENSMUSG00000098553","Mir3569","microRNA 3569 [Source:MGI Symbol;Acc:MGI:5530661]"
"ENSMUSG00000095654","Plscr5","phospholipid scramblase family, member 5 [Source:MGI Symbol;Acc:MGI:3779462]"
"ENSMUSG00000037857","Nufip2","nuclear fragile X mental retardation protein interacting protein 2 [Source:MGI Symbol;Acc:MGI:1915814]"
"ENSMUSG00000031880","Rrad","Ras-related associated with diabetes [Source:MGI Symbol;Acc:MGI:1930943]"
"ENSMUSG00000071001","Hrct1","histidine rich carboxyl terminus 1 [Source:MGI Symbol;Acc:MGI:1917945]"
"ENSMUSG00000093112","Gm22701","predicted gene, 22701 [Source:MGI Symbol;Acc:MGI:5452478]"
"ENSMUSG00000077726","Gm22900","predicted gene, 22900 [Source:MGI Symbol;Acc:MGI:5452677]"
"ENSMUSG00000040289","Hey1","hairy/enhancer-of-split related with YRPW motif 1 [Source:MGI Symbol;Acc:MGI:1341800]"
"ENSMUSG00000041278","Ttc1","tetratricopeptide repeat domain 1 [Source:MGI Symbol;Acc:MGI:1914077]"
"ENSMUSG00000025237","Parp6","poly (ADP-ribose) polymerase family, member 6 [Source:MGI Symbol;Acc:MGI:1914537]"
"ENSMUSG00000076431","Sox4","SRY (sex determining region Y)-box 4 [Source:MGI Symbol;Acc:MGI:98366]"
"ENSMUSG00000014846","Tppp3","tubulin polymerization-promoting protein family member 3 [Source:MGI Symbol;Acc:MGI:1915221]"
"ENSMUSG00000001021","S100a3","S100 calcium binding protein A3 [Source:MGI Symbol;Acc:MGI:1338849]"
"ENSMUSG00000103503","1700023G09Rik","RIKEN cDNA 1700023G09 gene [Source:MGI Symbol;Acc:MGI:1920531]"
"ENSMUSG00000095753","Igkv4-53","immunoglobulin kappa variable 4-53 [Source:MGI Symbol;Acc:MGI:2686266]"
"ENSMUSG00000050272","Dscam","Down syndrome cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1196281]"
"ENSMUSG00000031959","Wdr59","WD repeat domain 59 [Source:MGI Symbol;Acc:MGI:2442115]"
"ENSMUSG00000024513","Mbd2","methyl-CpG binding domain protein 2 [Source:MGI Symbol;Acc:MGI:1333813]"
"ENSMUSG00000003721","Insig2","insulin induced gene 2 [Source:MGI Symbol;Acc:MGI:1920249]"
"ENSMUSG00000034919","Ttc22","tetratricopeptide repeat domain 22 [Source:MGI Symbol;Acc:MGI:3045307]"
"ENSMUSG00000027713","1810062G17Rik","RIKEN cDNA 1810062G17 gene [Source:MGI Symbol;Acc:MGI:1919532]"
"ENSMUSG00000040040","",""
"ENSMUSG00000000724","Cryba1","crystallin, beta A1 [Source:MGI Symbol;Acc:MGI:88518]"
"ENSMUSG00000046282","Adam20","a disintegrin and metallopeptidase domain 20 [Source:MGI Symbol;Acc:MGI:2152342]"
"ENSMUSG00000029229","Chic2","cysteine-rich hydrophobic domain 2 [Source:MGI Symbol;Acc:MGI:1921527]"
"ENSMUSG00000040413","Timd2","T cell immunoglobulin and mucin domain containing 2 [Source:MGI Symbol;Acc:MGI:2159681]"
"ENSMUSG00000033411","Ctdspl2","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 [Source:MGI Symbol;Acc:MGI:1196405]"
"ENSMUSG00000049624","Slc17a5","solute carrier family 17 (anion/sugar transporter), member 5 [Source:MGI Symbol;Acc:MGI:1924105]"
"ENSMUSG00000031885","Cbfb","core binding factor beta [Source:MGI Symbol;Acc:MGI:99851]"
"ENSMUSG00000030329","Pianp","PILR alpha associated neural protein [Source:MGI Symbol;Acc:MGI:2441908]"
"ENSMUSG00000099983","",""
"ENSMUSG00000054321","Taf4b","TATA-box binding protein associated factor 4b [Source:MGI Symbol;Acc:MGI:2152345]"
"ENSMUSG00000066072","",""
"ENSMUSG00000036295","Lrrn3","leucine rich repeat protein 3, neuronal [Source:MGI Symbol;Acc:MGI:106036]"
"ENSMUSG00000030606","Hapln3","hyaluronan and proteoglycan link protein 3 [Source:MGI Symbol;Acc:MGI:1914916]"
"ENSMUSG00000088058","Gm26153","predicted gene, 26153 [Source:MGI Symbol;Acc:MGI:5455930]"
"ENSMUSG00000104015","Gm10745","predicted gene 10745 [Source:MGI Symbol;Acc:MGI:3642274]"
"ENSMUSG00000107283","Mpv17","MpV17 mitochondrial inner membrane protein [Source:MGI Symbol;Acc:MGI:97138]"
"ENSMUSG00000021816","Ppp3cb","protein phosphatase 3, catalytic subunit, beta isoform [Source:MGI Symbol;Acc:MGI:107163]"
"ENSMUSG00000031828","Klhl36","kelch-like 36 [Source:MGI Symbol;Acc:MGI:2385305]"
"ENSMUSG00000054237","Fra10ac1","FRA10AC1 homolog (human) [Source:MGI Symbol;Acc:MGI:1917817]"
"ENSMUSG00000028763","Hspg2","perlecan (heparan sulfate proteoglycan 2) [Source:MGI Symbol;Acc:MGI:96257]"
"ENSMUSG00000072624","Gm5460","predicted gene 5460 [Source:MGI Symbol;Acc:MGI:3643519]"
"ENSMUSG00000099165","Mir6940","microRNA 6940 [Source:MGI Symbol;Acc:MGI:5531037]"
"ENSMUSG00000038446","Cdc40","cell division cycle 40 [Source:MGI Symbol;Acc:MGI:1918963]"
"ENSMUSG00000039851","4932438H23Rik","RIKEN cDNA 4932438H23 gene [Source:MGI Symbol;Acc:MGI:1921637]"
"ENSMUSG00000023044","Csad","cysteine sulfinic acid decarboxylase [Source:MGI Symbol;Acc:MGI:2180098]"
"ENSMUSG00000026182","Tnp1","transition protein 1 [Source:MGI Symbol;Acc:MGI:98784]"
"ENSMUSG00000079057","Cyp4v3","cytochrome P450, family 4, subfamily v, polypeptide 3 [Source:MGI Symbol;Acc:MGI:2142763]"
"ENSMUSG00000055775","Myh8","myosin, heavy polypeptide 8, skeletal muscle, perinatal [Source:MGI Symbol;Acc:MGI:1339712]"
"ENSMUSG00000027676","Ccdc39","coiled-coil domain containing 39 [Source:MGI Symbol;Acc:MGI:1289263]"
"ENSMUSG00000086658","Gm14260","predicted gene 14260 [Source:MGI Symbol;Acc:MGI:3650157]"
"ENSMUSG00000037197","Rbm17","RNA binding motif protein 17 [Source:MGI Symbol;Acc:MGI:1924188]"
"ENSMUSG00000029384","2010109A12Rik","RIKEN cDNA 2010109A12 gene [Source:MGI Symbol;Acc:MGI:1922860]"
"ENSMUSG00000028466","Creb3","cAMP responsive element binding protein 3 [Source:MGI Symbol;Acc:MGI:99946]"
"ENSMUSG00000065578","Mir181b-2","microRNA 181b-2 [Source:MGI Symbol;Acc:MGI:3618736]"
"ENSMUSG00000062649","Olfr44","olfactory receptor 44 [Source:MGI Symbol;Acc:MGI:1333829]"
"ENSMUSG00000022000","Zc3h13","zinc finger CCCH type containing 13 [Source:MGI Symbol;Acc:MGI:1914552]"
"ENSMUSG00000097850","4631405K08Rik","RIKEN cDNA 4631405K08 gene [Source:MGI Symbol;Acc:MGI:1918050]"
"ENSMUSG00000105918","",""
"ENSMUSG00000100975","Gm28875","predicted gene 28875 [Source:MGI Symbol;Acc:MGI:5579581]"
"ENSMUSG00000074651","Mcidas","multiciliate differentiation and DNA synthesis associated cell cycle protein [Source:MGI Symbol;Acc:MGI:3648807]"
"ENSMUSG00000097248","Gm2694","predicted gene 2694 [Source:MGI Symbol;Acc:MGI:3780864]"
"ENSMUSG00000086547","Gm11755","predicted gene 11755 [Source:MGI Symbol;Acc:MGI:3651696]"
"ENSMUSG00000065768","Gm23845","predicted gene, 23845 [Source:MGI Symbol;Acc:MGI:5453622]"
"ENSMUSG00000054072","Iigp1","interferon inducible GTPase 1 [Source:MGI Symbol;Acc:MGI:1926259]"
"ENSMUSG00000066372","Vmn2r65","vomeronasal 2, receptor 65 [Source:MGI Symbol;Acc:MGI:3642776]"
"ENSMUSG00000062737","",""
"ENSMUSG00000035020","Epgn","epithelial mitogen [Source:MGI Symbol;Acc:MGI:1919170]"
"ENSMUSG00000028755","Cda","cytidine deaminase [Source:MGI Symbol;Acc:MGI:1919519]"
"ENSMUSG00000023031","Cela1","chymotrypsin-like elastase family, member 1 [Source:MGI Symbol;Acc:MGI:95314]"
"ENSMUSG00000106253","Mir468","microRNA 468 [Source:MGI Symbol;Acc:MGI:3619414]"
"ENSMUSG00000020544","Cox11","cytochrome c oxidase assembly protein 11 [Source:MGI Symbol;Acc:MGI:1917052]"
"ENSMUSG00000076232","Gm22760","predicted gene, 22760 [Source:MGI Symbol;Acc:MGI:5452537]"
"ENSMUSG00000024713","Pcsk5","proprotein convertase subtilisin/kexin type 5 [Source:MGI Symbol;Acc:MGI:97515]"
"ENSMUSG00000062162","",""
"ENSMUSG00000099486","Olfr1228","olfactory receptor 1228 [Source:MGI Symbol;Acc:MGI:3031062]"
"ENSMUSG00000089498","Gm26359","predicted gene, 26359 [Source:MGI Symbol;Acc:MGI:5456136]"
"ENSMUSG00000013629","Cad","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:MGI Symbol;Acc:MGI:1916969]"
"ENSMUSG00000081906","Rpl9-ps1","ribosomal protein L9, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3649210]"
"ENSMUSG00000084901","Gm13266","predicted gene 13266 [Source:MGI Symbol;Acc:MGI:3652181]"
"ENSMUSG00000076676","Ighv12-3","immunoglobulin heavy variable V12-3 [Source:MGI Symbol;Acc:MGI:3646760]"
"ENSMUSG00000088121","Gm25721","predicted gene, 25721 [Source:MGI Symbol;Acc:MGI:5455498]"
"ENSMUSG00000020265","Sumo3","small ubiquitin-like modifier 3 [Source:MGI Symbol;Acc:MGI:1336201]"
"ENSMUSG00000024266","Adad2","adenosine deaminase domain containing 2 [Source:MGI Symbol;Acc:MGI:1923023]"
"ENSMUSG00000035172","Plekhh3","pleckstrin homology domain containing, family H (with MyTH4 domain) member 3 [Source:MGI Symbol;Acc:MGI:2384950]"
"ENSMUSG00000097507","Gm26538","predicted gene, 26538 [Source:MGI Symbol;Acc:MGI:5477032]"
"ENSMUSG00000032392","Parp16","poly (ADP-ribose) polymerase family, member 16 [Source:MGI Symbol;Acc:MGI:2446133]"
"ENSMUSG00000021078","Tomm20l","translocase of outer mitochondrial membrane 20 homolog (yeast)-like [Source:MGI Symbol;Acc:MGI:1922516]"
"ENSMUSG00000092648","",""
"ENSMUSG00000049950","Rpp38","ribonuclease P/MRP 38 subunit [Source:MGI Symbol;Acc:MGI:2443607]"
"ENSMUSG00000042834","Nrep","neuronal regeneration related protein [Source:MGI Symbol;Acc:MGI:99444]"
"ENSMUSG00000028550","Atg4c","autophagy related 4C, cysteine peptidase [Source:MGI Symbol;Acc:MGI:2651854]"
"ENSMUSG00000097135","4932430I15Rik","RIKEN cDNA 4932430I15 gene [Source:MGI Symbol;Acc:MGI:3588223]"
"ENSMUSG00000000394","Gcg","glucagon [Source:MGI Symbol;Acc:MGI:95674]"
"ENSMUSG00000065528","Mir320","microRNA 320 [Source:MGI Symbol;Acc:MGI:3619332]"
"ENSMUSG00000100183","Gm28512","predicted gene 28512 [Source:MGI Symbol;Acc:MGI:5579218]"
"ENSMUSG00000015189","Casd1","CAS1 domain containing 1 [Source:MGI Symbol;Acc:MGI:2384865]"
"ENSMUSG00000089333","Gm24343","predicted gene, 24343 [Source:MGI Symbol;Acc:MGI:5454120]"
"ENSMUSG00000087089","Gm12160","predicted gene 12160 [Source:MGI Symbol;Acc:MGI:3649485]"
"ENSMUSG00000036943","Rab8b","RAB8B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2442982]"
"ENSMUSG00000028693","Nasp","nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328]"
"ENSMUSG00000023052","Npff","neuropeptide FF-amide peptide precursor [Source:MGI Symbol;Acc:MGI:1891708]"
"ENSMUSG00000100621","Gm28374","predicted gene 28374 [Source:MGI Symbol;Acc:MGI:5579080]"
"ENSMUSG00000021010","Npas3","neuronal PAS domain protein 3 [Source:MGI Symbol;Acc:MGI:1351610]"
"ENSMUSG00000042200","Cdrt4","CMT1A duplicated region transcript 4 [Source:MGI Symbol;Acc:MGI:1913588]"
"ENSMUSG00000040720","1110037F02Rik","RIKEN cDNA 1110037F02 gene [Source:MGI Symbol;Acc:MGI:1913435]"
"ENSMUSG00000020867","Spata20","spermatogenesis associated 20 [Source:MGI Symbol;Acc:MGI:2183449]"
"ENSMUSG00000031465","Angpt2","angiopoietin 2 [Source:MGI Symbol;Acc:MGI:1202890]"
"ENSMUSG00000074872","Ctxn2","cortexin 2 [Source:MGI Symbol;Acc:MGI:2139444]"
"ENSMUSG00000071104","Ccdc110","coiled-coil domain containing 110 [Source:MGI Symbol;Acc:MGI:2685018]"
"ENSMUSG00000106443","Gm42702","predicted gene 42702 [Source:MGI Symbol;Acc:MGI:5662839]"
"ENSMUSG00000002326","Gmpr2","guanosine monophosphate reductase 2 [Source:MGI Symbol;Acc:MGI:1917903]"
"ENSMUSG00000065094","Snord1a","small nucleolar RNA, C/D box 1A [Source:MGI Symbol;Acc:MGI:3819525]"
"ENSMUSG00000024742","Fen1","flap structure specific endonuclease 1 [Source:MGI Symbol;Acc:MGI:102779]"
"ENSMUSG00000037885","Stk35","serine/threonine kinase 35 [Source:MGI Symbol;Acc:MGI:1914583]"
"ENSMUSG00000031609","Sap30","sin3 associated polypeptide [Source:MGI Symbol;Acc:MGI:1929129]"
"ENSMUSG00000039542","Ncam1","neural cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:97281]"
"ENSMUSG00000078605","E030025P04Rik","RIKEN cDNA E030025P04 gene [Source:MGI Symbol;Acc:MGI:2685510]"
"ENSMUSG00000055436","Srsf11","serine/arginine-rich splicing factor 11 [Source:MGI Symbol;Acc:MGI:1916457]"
"ENSMUSG00000088580","Gm22968","predicted gene, 22968 [Source:MGI Symbol;Acc:MGI:5452745]"
"ENSMUSG00000021794","Glud1","glutamate dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:95753]"
