ensembl_gene_id,external_gene_name,"gene_description"
ENSG00000250566,UGT2B29P,"UDP glucuronosyltransferase 2 family, polypeptide B29 pseudogene "
ENSG00000238231,RP11-460I13.6,""
ENSG00000229965,RP11-118H4.1,""
ENSG00000198585,NUDT16,"nudix (nucleoside diphosphate linked moiety X)-type motif 16 "
ENSG00000234108,RP11-115A15.2,""
ENSG00000201452,RNU6-1317P,"RNA, U6 small nuclear 1317, pseudogene "
ENSG00000254442,AP000859.4,""
ENSG00000163364,LINC01116,"long intergenic non-protein coding RNA 1116 "
ENSG00000234998,RP11-439A17.10,""
ENSG00000227755,AP000344.4,""
ENSG00000261501,RP11-63B13.1,""
ENSG00000253313,C1orf210,"chromosome 1 open reading frame 210 "
ENSG00000269983,RP11-497H16.9,""
ENSG00000170264,FAM161A,"family with sequence similarity 161, member A "
ENSG00000225552,NAALADL2-AS1,"NAALADL2 antisense RNA 1 "
ENSG00000238272,RP3-436N22.3,""
ENSG00000243149,RP11-543A18.1,""
ENSG00000233029,RP11-439A17.9,""
ENSG00000224044,UBDP1,"ubiquitin D pseudogene 1 "
ENSG00000253809,RP1-149L1.1,""
ENSG00000237868,AC097533.1,""
ENSG00000232113,RP11-360D2.1,""
ENSG00000224071,AC009474.1,""
ENSG00000249472,RP11-1267H10.2,""
ENSG00000240750,RN7SL559P,"RNA, 7SL, cytoplasmic 559, pseudogene "
ENSG00000230806,RP11-343N15.1,""
ENSG00000255545,RP11-627G23.1,""
ENSG00000177291,GJD4,"gap junction protein, delta 4, 40.1kDa "
ENSG00000237643,RP11-462G2.1,""
ENSG00000238430,snoU13,"Small nucleolar RNA U13 "
ENSG00000218499,RP3-422G23.3,""
ENSG00000178248,AP000345.1,""
ENSG00000228589,SPCS2P4,"signal peptidase complex subunit 2 homolog (S. cerevisiae) pseudogene 4 "
ENSG00000223282,RN7SKP165,"RNA, 7SK small nuclear pseudogene 165 "
ENSG00000236655,AC023347.2,""
ENSG00000223126,RN7SKP263,"RNA, 7SK small nuclear pseudogene 263 "
ENSG00000225591,RP11-360D2.2,""
ENSG00000251101,RP11-1267H10.1,""
ENSG00000250658,RP11-138B4.1,""
ENSG00000177770,CDKN2AIPNLP1,"CDKN2A interacting protein N-terminal like pseudogene 1 "
ENSG00000224326,RP11-115A15.1,""
ENSG00000241037,RN7SL335P,"RNA, 7SL, cytoplasmic 335, pseudogene "
ENSG00000257360,RP11-74K11.1,""
ENSG00000215878,MARCKSL1P2,"MARCKS-like 1 pseudogene 2 "
ENSG00000250687,RP11-497H16.7,""
ENSG00000251074,RP11-1267H10.3,""
ENSG00000177873,ZNF619,"zinc finger protein 619 "
ENSG00000198729,PPP1R14C,"protein phosphatase 1, regulatory (inhibitor) subunit 14C "
ENSG00000228943,RP5-1053E7.2,""
ENSG00000271462,RP11-841C19.4,""
ENSG00000166693,OR5M13P,"olfactory receptor, family 5, subfamily M, member 13 pseudogene "
ENSG00000200674,RN7SKP160,"RNA, 7SK small nuclear pseudogene 160 "
ENSG00000227859,MAS1LP1,"MAS1 oncogene-like pseudogene 1 "
ENSG00000234184,RP5-887A10.1,""
ENSG00000273193,RP11-523G9.3,""
ENSG00000252357,Y_RNA,"Y RNA "
ENSG00000171943,SRGAP2C,"SLIT-ROBO Rho GTPase activating protein 2C "
ENSG00000197062,RP5-874C20.3,""
ENSG00000228382,ITPKB-IT1,"ITPKB intronic transcript 1 (non-protein coding) "
ENSG00000260217,RP11-809F4.3,""
ENSG00000250042,RP11-91J3.2,""
ENSG00000270084,GAS5-AS1,"GAS5 antisense RNA 1 "
ENSG00000224349,RP11-462G2.2,""
ENSG00000132932,ATP8A2,"ATPase, aminophospholipid transporter, class I, type 8A, member 2 "
ENSG00000200247,RNU6-254P,"RNA, U6 small nuclear 254, pseudogene "
ENSG00000073861,TBX21,"T-box 21 "
ENSG00000266555,MIR3145,"microRNA 3145 "
ENSG00000230362,RP11-809F4.2,""
ENSG00000255172,OR5AM1P,"olfactory receptor, family 5, subfamily AM, member 1 pseudogene "
ENSG00000214812,RP5-1053E7.3,""
ENSG00000245205,EEF1A1P4,"eukaryotic translation elongation factor 1 alpha 1 pseudogene 4 "
ENSG00000229439,RPS17P1,"ribosomal protein S17 pseudogene 1 "
ENSG00000216802,RP11-390P2.2,""
ENSG00000224577,LINC01117,"long intergenic non-protein coding RNA 1117 "
ENSG00000228548,ITPKB-AS1,"ITPKB antisense RNA 1 "
ENSG00000227937,MTND2P30,"MT-ND2 pseudogene 30 "
ENSG00000248635,RP11-1267H10.4,""
ENSG00000238386,RNU7-48P,"RNA, U7 small nuclear 48 pseudogene "
ENSG00000179428,AC073072.5,""
ENSG00000258413,RP11-665C16.6,""
ENSG00000230355,AC009474.2,""
ENSG00000229752,RPL7P10,"ribosomal protein L7 pseudogene 10 "
ENSG00000271967,RP11-134K13.4,""
ENSG00000253005,RNU6-176P,"RNA, U6 small nuclear 176, pseudogene "
ENSG00000250620,RP11-91J3.3,""
ENSG00000225413,AP000345.4,""
ENSG00000238183,RPS27P5,"ribosomal protein S27 pseudogene 5 "
ENSG00000232389,RP11-134K13.2,""
ENSG00000252429,RNU7-29P,"RNA, U7 small nuclear 29 pseudogene "
ENSG00000228803,AC073072.6,""
ENSG00000254573,AP004550.1,""
ENSG00000235089,RP3-445O10.1,""
ENSG00000230525,AC007403.2,""
ENSG00000251643,RP11-91J3.1,""
ENSG00000169059,VCX3A,"variable charge, X-linked 3A "
ENSG00000172757,CFL1,"cofilin 1 (non-muscle) "
ENSG00000270605,RP5-1092A3.4,""
ENSG00000224277,AP000345.2,""
ENSG00000218870,SLC25A6P6,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 6 pseudogene 6 "
ENSG00000152582,SPEF2,"sperm flagellar 2 "
ENSG00000232902,XXbac-BPG13B8.10,""
ENSG00000206297,TAP1,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) "
ENSG00000252027,RNU6ATAC14P,"RNA, U6atac small nuclear 14, pseudogene "
ENSG00000228525,RP5-1087E8.2,""
ENSG00000225177,RP11-390P2.4,""
ENSG00000271398,RP5-1092A3.5,""
ENSG00000250376,CTD-2005D20.1,""
ENSG00000240328,RP11-841C19.1,""
ENSG00000254989,RP11-469N6.3,""
ENSG00000049618,ARID1B,"AT rich interactive domain 1B (SWI1-like) "
ENSG00000234513,AC073072.7,""
ENSG00000237075,RP11-497H16.2,""
ENSG00000206779,Y_RNA,"Y RNA "
ENSG00000251490,RP11-237D3.1,""
ENSG00000230552,AC092162.1,""
ENSG00000200885,RNU1-146P,"RNA, U1 small nuclear 146, pseudogene "
ENSG00000229820,RP1-308E4.1,""
ENSG00000255344,RP11-469N6.2,""
ENSG00000223026,RN7SKP247,"RNA, 7SK small nuclear pseudogene 247 "
ENSG00000255910,RP11-405A12.2,""
ENSG00000262395,RP11-515E23.2,""
ENSG00000266714,MYO15B,"myosin XVB pseudogene "
ENSG00000233706,RP5-1087E8.3,""
ENSG00000272733,KB-208E9.1,""
ENSG00000224494,HNRNPA3P14,"heterogeneous nuclear ribonucleoprotein A3 pseudogene 14 "
ENSG00000232688,AC007403.1,""
ENSG00000168066,SF1,"splicing factor 1 "
ENSG00000170827,CELP,"carboxyl ester lipase pseudogene "
ENSG00000074370,ATP2A3,"ATPase, Ca++ transporting, ubiquitous "
ENSG00000256849,RP11-405A12.1,""
ENSG00000221216,RNU6ATAC27P,"RNA, U6atac small nuclear 27, pseudogene "
ENSG00000251226,RP11-469N6.1,""
ENSG00000261873,RP11-515E23.1,""
ENSG00000250590,RP11-565A3.2,""
ENSG00000228649,AC005682.5,""
ENSG00000211683,KB-1572G7.3,""
ENSG00000242125,SNHG3,"small nucleolar RNA host gene 3 (non-protein coding) "
ENSG00000236319,CTD-2033D24.2,""
ENSG00000227186,RP11-77G23.5,""
ENSG00000187942,LDLRAD2,"low density lipoprotein receptor class A domain containing 2 "
ENSG00000228625,RP11-1B20.1,""
ENSG00000106560,GIMAP2,"GTPase, IMAP family member 2 "
ENSG00000253333,RP11-497H16.8,""
ENSG00000227288,RP5-837I24.1,""
ENSG00000225415,RP3-509I19.1,""
ENSG00000228729,RP11-211A18.2,""
ENSG00000237882,PPIAP13,"peptidylprolyl isomerase A (cyclophilin A) pseudogene 13 "
ENSG00000262803,RP11-160A9.3,""
ENSG00000223859,AC007403.3,""
ENSG00000237053,FUCA1P1,"fucosidase, alpha-L- 1, tissue pseudogene 1 "
ENSG00000177283,FZD8,"frizzled family receptor 8 "
ENSG00000255327,RP11-555G19.1,""
ENSG00000227960,RP5-837I24.6,""
ENSG00000251236,RP11-468N14.1,""
ENSG00000262135,CTD-2033D24.1,""
ENSG00000052795,FNIP2,"folliculin interacting protein 2 "
ENSG00000251424,RP11-468N14.3,""
ENSG00000236636,RP11-211A18.1,""
ENSG00000223777,AC092162.2,""
ENSG00000205565,RP11-497H16.6,""
ENSG00000234953,RP5-837I24.2,""
ENSG00000200087,SNORA73B,"small nucleolar RNA, H/ACA box 73B "
ENSG00000228315,GUSBP11,"glucuronidase, beta pseudogene 11 "
ENSG00000200107,RNU6-1249P,"RNA, U6 small nuclear 1249, pseudogene "
ENSG00000232437,RP11-487I5.4,""
ENSG00000217767,RP11-160A9.2,""
ENSG00000269996,RP11-343N15.5,""
ENSG00000238821,snoU13,"Small nucleolar RNA U13 "
ENSG00000227098,AC073636.1,""
ENSG00000262052,RP11-763E3.1,""
ENSG00000211959,IGHV4-39,"immunoglobulin heavy variable 4-39 "
ENSG00000234277,CTD-2090I13.1,""
ENSG00000228144,TMBIM4,"Protein lifeguard 4, Uncharacterized protein  "
ENSG00000249235,RP11-468N14.4,""
ENSG00000227082,AL592494.5,""
ENSG00000231468,PRDX3P2,"peroxiredoxin 3 pseudogene 2 "
ENSG00000206856,RNU6-427P,"RNA, U6 small nuclear 427, pseudogene "
ENSG00000255512,AP005135.2,""
ENSG00000260584,RP11-1166P10.7,""
ENSG00000266236,NARF-IT1,"NARF intronic transcript 1 (non-protein coding) "
ENSG00000219669,RP1-20N4.1,""
ENSG00000226687,LINC01015,"long intergenic non-protein coding RNA 1015 "
ENSG00000220600,RP3-509I19.6,""
ENSG00000238657,snoU13,"Small nucleolar RNA U13 "
ENSG00000263325,LA16c-325D7.1,""
ENSG00000213236,YWHAZP2,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta pseudogene 2 "
ENSG00000221345,U3,"Small nucleolar RNA U3 "
ENSG00000235885,AC023115.2,""
ENSG00000231429,RP11-343N15.2,""
ENSG00000260847,RP11-17M15.1,""
ENSG00000264277,AC011073.1,""
ENSG00000242598,MED28P8,"mediator complex subunit 28 pseudogene 8 "
ENSG00000206866,RNU6-187P,"RNA, U6 small nuclear 187, pseudogene "
ENSG00000251529,RP11-468N14.5,""
ENSG00000218350,LYPLA1P3,"lysophospholipase I pseudogene 3 "
ENSG00000273398,RP11-474G23.1,"Calcineurin subunit B type 1  "
ENSG00000228826,RP11-344P13.4,""
ENSG00000265136,RP13-638C3.6,""
ENSG00000261882,RP11-502F1.2,""
ENSG00000080189,SLC35C2,"solute carrier family 35 (GDP-fucose transporter), member C2 "
ENSG00000232864,CTD-2090I13.2,""
ENSG00000263280,LA16c-325D7.2,""
ENSG00000066056,TIE1,"tyrosine kinase with immunoglobulin-like and EGF-like domains 1 "
ENSG00000232216,IGHV3-43,"immunoglobulin heavy variable 3-43 "
ENSG00000260649,RP11-56L13.4,""
ENSG00000233432,RP11-344P13.3,""
ENSG00000236501,AC079305.11,""
ENSG00000100814,CCNB1IP1,"cyclin B1 interacting protein 1, E3 ubiquitin protein ligase "
ENSG00000236676,RP5-837I24.4,""
ENSG00000262959,LA16c-321D4.1,""
ENSG00000221740,SNORD93,"small nucleolar RNA, C/D box 93 "
ENSG00000242757,CTD-2090I13.3,""
ENSG00000272583,RP11-344P13.6,""
ENSG00000109083,IFT20,"intraflagellar transport 20 homolog (Chlamydomonas) "
ENSG00000207180,RNU6-411P,"RNA, U6 small nuclear 411, pseudogene "
ENSG00000262482,LA16c-321D4.2,""
ENSG00000211961,IGHV1-45,"immunoglobulin heavy variable 1-45 "
ENSG00000234683,RP5-837I24.5,""
ENSG00000262652,RP13-638C3.2,""
ENSG00000260540,FAM108A9P,""
ENSG00000119440,LCN1P1,"lipocalin 1 pseudogene 1 "
ENSG00000248547,RP11-468N14.6,""
ENSG00000251746,RNA5SP112,"RNA, 5S ribosomal pseudogene 112 "
ENSG00000170903,MSANTD4,"Myb/SANT-like DNA-binding domain containing 4 with coiled-coils "
ENSG00000226329,AC005682.6,""
ENSG00000224894,GPR53P,"G protein-coupled receptor 53, pseudogene "
ENSG00000229337,AC079305.8,""
ENSG00000196302,RP11-497H16.5,""
ENSG00000231752,EMBP1,"embigin pseudogene 1 "
ENSG00000153684,GOLGA8F,"golgin A8 family, member F "
ENSG00000229272,RP11-498J9.2,""
ENSG00000231973,OR2I1P,"olfactory receptor, family 2, subfamily I, member 1 pseudogene "
ENSG00000264871,AC104331.1,""
ENSG00000262152,LINC00514,"long intergenic non-protein coding RNA 514 "
ENSG00000197208,SLC22A4,"solute carrier family 22 (organic cation/zwitterion transporter), member 4 "
ENSG00000238403,snoU13,"Small nucleolar RNA U13 "
ENSG00000226273,AC079305.5,""
ENSG00000270059,RP11-88H12.2,""
ENSG00000248613,RP11-468N14.7,""
ENSG00000196542,SPTSSB,"serine palmitoyltransferase, small subunit B "
ENSG00000215925,AL157788.1,""
ENSG00000262147,RP13-638C3.3,""
ENSG00000215875,ST13P20,"suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 20 "
ENSG00000250918,RP11-497H16.4,""
ENSG00000130021,HDHD1,"haloacid dehalogenase-like hydrolase domain containing 1 "
ENSG00000224834,BTF3P9,"basic transcription factor 3 pseudogene 9 "
ENSG00000207468,SNORA19,"small nucleolar RNA, H/ACA box 19 "
ENSG00000201102,Y_RNA,"Y RNA "
ENSG00000235128,AC013474.4,""
ENSG00000199677,Y_RNA,"Y RNA "
ENSG00000249642,RP11-565A3.1,""
ENSG00000261845,RP13-638C3.4,""
ENSG00000224503,AC104438.1,""
ENSG00000206963,RNU6-675P,"RNA, U6 small nuclear 675, pseudogene "
ENSG00000142166,IFNAR1,"interferon (alpha, beta and omega) receptor 1 "
ENSG00000222588,SNORA19,"Small nucleolar RNA SNORA19 "
ENSG00000213069,KRT8P40,"keratin 8 pseudogene 40 "
ENSG00000248648,RP11-485M7.1,""
ENSG00000254440,PBOV1,"prostate and breast cancer overexpressed 1 "
ENSG00000272626,RP11-468N14.13,""
ENSG00000237193,RP11-275O4.4,""
ENSG00000266107,MIR4525,"microRNA 4525 "
ENSG00000238788,RNU7-182P,"RNA, U7 small nuclear 182 pseudogene "
ENSG00000231329,RP1-225E12.2,""
ENSG00000271343,RP11-435O11.5,""
ENSG00000263721,MIR4444-2,"microRNA 4444-2 "
ENSG00000249985,RP11-468N14.8,""
ENSG00000260634,RP11-521O16.1,""
ENSG00000263063,RP11-388C12.1,""
ENSG00000225808,DNAJC19P5,"DnaJ (Hsp40) homolog, subfamily C, member 19 pseudogene 5 "
ENSG00000251616,RP11-485M7.3,""
ENSG00000235630,OR2H5P,"olfactory receptor, family 2, subfamily H, member 5 pseudogene "
ENSG00000260163,RP11-521O16.2,""
ENSG00000265443,CTD-2349P21.6,""
ENSG00000265396,MIR3128,"microRNA 3128 "
ENSG00000197989,SNHG12,"small nucleolar RNA host gene 12 (non-protein coding) "
ENSG00000232295,RP11-154D6.1,""
ENSG00000224857,RP11-344P13.1,""
ENSG00000273445,RP11-1399P15.1,""
ENSG00000263603,CTD-2349P21.5,""
ENSG00000237469,TUBB8P10,"tubulin, beta 8 class VIII pseudogene 10 "
ENSG00000196177,ACADSB,"acyl-CoA dehydrogenase, short/branched chain "
ENSG00000222043,AC079305.10,""
ENSG00000263321,RP11-388C12.5,""
ENSG00000237630,NIFKP9,"nucleolar protein interacting with the FHA domain of MKI67 pseudogene 9 "
ENSG00000233290,RP11-147G16.1,""
ENSG00000253366,RP11-589F5.4,""
ENSG00000198242,RPL23A,"ribosomal protein L23a "
ENSG00000260344,RP11-56L13.6,""
ENSG00000198277,RP11-468N14.09,""
ENSG00000262410,RP11-388C12.8,""
ENSG00000214354,AC133644.3,""
ENSG00000248245,CTB-49A3.2,""
ENSG00000249162,ADAM20P3,"ADAM metallopeptidase domain 20 pseudogene 3 "
ENSG00000264383,AC068014.1,""
ENSG00000265791,CTD-2349P21.10,""
ENSG00000260575,RP11-56L13.7,""
ENSG00000234353,AP000347.4,""
ENSG00000230817,RP4-601K24.1,""
ENSG00000226789,AC110926.4,""
ENSG00000155011,DKK2,"dickkopf WNT signaling pathway inhibitor 2 "
ENSG00000115946,PNO1,"partner of NOB1 homolog (S. cerevisiae) "
ENSG00000265461,AC068014.2,""
ENSG00000213331,RP11-713C19.2,""
ENSG00000227552,RP11-417J8.1,""
ENSG00000272446,RP1-225E12.3,""
ENSG00000266490,CTD-2349P21.9,""
ENSG00000213963,AC074286.1,""
ENSG00000263098,RP11-567O16.1,""
ENSG00000260402,RP11-56L13.1,""
ENSG00000270097,LA16c-380H5.3,""
ENSG00000111445,RFC5,"replication factor C (activator 1) 5, 36.5kDa "
ENSG00000229737,TMEM183AP1,"transmembrane protein 183A pseudogene 1 "
ENSG00000109065,NAT9,"N-acetyltransferase 9 (GCN5-related, putative) "
ENSG00000244723,ASLP1,"argininosuccinate lyase pseudogene 1 "
ENSG00000233798,RP11-417J8.2,""
ENSG00000262663,RP11-497H17.1,""
ENSG00000101220,C20orf27,"chromosome 20 open reading frame 27 "
ENSG00000213301,HMGB3P11,"high mobility group box 3 pseudogene 11 "
ENSG00000167930,ITFG3,"integrin alpha FG-GAP repeat containing 3 "
ENSG00000270168,LA16c-380H5.4,""
ENSG00000242439,CTD-2349P21.1,""
ENSG00000236268,RP11-170N11.1,""
ENSG00000270326,RP5-874C20.6,""
ENSG00000262339,RP11-1197K16.2,""
ENSG00000198589,LRBA,"LPS-responsive vesicle trafficking, beach and anchor containing "
ENSG00000248704,MTND4P2,"MT-ND4 pseudogene 2 "
ENSG00000259822,RP11-1292F20.1,""
ENSG00000234792,RP11-552J9.6,""
ENSG00000099968,BCL2L13,"BCL2-like 13 (apoptosis facilitator) "
ENSG00000262362,LA16c-380H5.2,""
ENSG00000241011,RP11-713C19.1,""
ENSG00000226571,RP11-445F6.2,""
ENSG00000230880,RP11-417J8.3,""
ENSG00000251498,RP11-468N14.10,""
ENSG00000272079,LA16c-380H5.5,""
ENSG00000201085,RNU6-173P,"RNA, U6 small nuclear 173, pseudogene "
ENSG00000223884,AC019048.1,""
ENSG00000273000,KB-1572G7.2,""
ENSG00000235827,TUBB8P9,"tubulin, beta 8 class VIII pseudogene 9 "
ENSG00000231364,RP11-413G15.1,""
ENSG00000266132,SNORD33,"Small nucleolar RNA Z195/SNORD33/SNORD32 family "
ENSG00000251877,RNU2-45P,"RNA, U2 small nuclear 45, pseudogene "
ENSG00000261127,RP11-17M15.2,""
ENSG00000205890,RP11-473M20.5,""
ENSG00000247130,RP11-366H4.3,""
ENSG00000231162,COX11P1,"COX11 cytochrome c oxidase assembly homolog (yeast) pseudogene 1 "
ENSG00000248315,RP11-3N2.11,""
ENSG00000234741,GAS5,"growth arrest-specific 5 (non-protein coding) "
ENSG00000206519,RPL13AP,"ribosomal protein L13a pseudogene "
ENSG00000260516,RP11-17M15.4,""
ENSG00000159588,CCDC17,"coiled-coil domain containing 17 "
ENSG00000233008,RP11-475O6.1,""
ENSG00000219262,OR2E1P,"olfactory receptor, family 2, subfamily E, member 1 pseudogene "
ENSG00000265507,MIR4435-1,"microRNA 4435-1 "
ENSG00000230052,MTND3P2,"MT-ND3 pseudogene 2 "
ENSG00000218565,RP11-12A2.1,""
ENSG00000157965,SSX8,"synovial sarcoma, X breakpoint 8 "
ENSG00000233385,RP11-3N2.9,""
ENSG00000201026,Y_RNA,"Y RNA "
ENSG00000248370,RP11-366H4.1,""
ENSG00000249735,RP11-468N14.12,""
ENSG00000225933,AC133965.1,""
ENSG00000259757,RP11-129I19.2,""
ENSG00000240611,CTB-49A3.1,""
ENSG00000234528,SUMO2P1,"SUMO2 pseudogene 1 "
ENSG00000268673,LLNLR-249E10.1,""
ENSG00000230906,AC023115.1,""
ENSG00000246350,RP5-1186N24.3,""
ENSG00000154832,CXXC1,"CXXC finger protein 1 "
ENSG00000165813,C10orf118,"chromosome 10 open reading frame 118 "
ENSG00000155957,TMBIM4,"transmembrane BAX inhibitor motif containing 4 "
ENSG00000249478,CTB-49A3.5,""
ENSG00000249541,RP11-692C23.1,""
ENSG00000161574,CCL15-CCL14,"CCL15-CCL14 readthrough (NMD candidate) "
ENSG00000237076,RP5-836J3.1,""
ENSG00000203849,RP11-417J8.6,""
ENSG00000271825,RP11-337N6.2,""
ENSG00000267235,ZNF861P,"zinc finger protein 861, pseudogene "
ENSG00000271996,RP11-337N6.1,""
ENSG00000269966,RP3-331H24.5,""
ENSG00000223231,AL035706.1,""
ENSG00000260327,ACTR3BP3,"ACTR3B pseudogene 3 "
ENSG00000237178,AC019080.1,""
ENSG00000257315,ZBED6,"zinc finger, BED-type containing 6 "
ENSG00000271440,RP11-373N24.2,""
ENSG00000233061,TTLL7-IT1,"TTLL7 intronic transcript 1 (non-protein coding) "
ENSG00000262543,RP3-422G23.4,"Uncharacterized protein  "
ENSG00000250277,RP11-468N14.11,""
ENSG00000263626,AL392111.1,""
ENSG00000238295,snoU13,"Small nucleolar RNA U13 "
ENSG00000238099,RP11-12A2.3,""
ENSG00000223145,RN7SKP112,"RNA, 7SK small nuclear pseudogene 112 "
ENSG00000272278,AL121932.1,""
ENSG00000228956,AC144521.1,""
ENSG00000227271,RPL39P25,"ribosomal protein L39 pseudogene 25 "
ENSG00000229486,RP4-552O12.1,""
ENSG00000237655,AC073834.3,""
ENSG00000230597,RP3-331H24.4,""
ENSG00000248137,RP11-468D11.1,""
ENSG00000235570,LINC00533,"long intergenic non-protein coding RNA 533 "
ENSG00000233639,LINC01158,"long intergenic non-protein coding RNA 1158 "
ENSG00000219806,ATP5F1P6,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 pseudogene 6 "
ENSG00000235692,PFDN6,"prefoldin subunit 6 "
ENSG00000242169,RP11-219G10.1,""
ENSG00000175164,ABO,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase, transferase B, alpha 1-3-galactosyltransferase) "
ENSG00000267308,AC004510.3,""
ENSG00000272002,RP11-557L19.1,""
ENSG00000229941,AC012499.1,""
ENSG00000248880,NARG2P1,"NMDA receptor regulated 2 pseudogene 1 "
ENSG00000227711,RP11-275O4.3,""
ENSG00000237425,RPSAP2,"ribosomal protein SA pseudogene 2 "
ENSG00000251685,RP11-813N20.1,""
ENSG00000226051,ZNF503-AS1,"ZNF503 antisense RNA 1 "
ENSG00000205695,RP11-15H7.2,""
ENSG00000105701,FKBP8,"FK506 binding protein 8, 38kDa "
ENSG00000233237,LINC00472,"long intergenic non-protein coding RNA 472 "
ENSG00000266657,AL583842.3,""
ENSG00000260866,RP11-626K17.5,""
ENSG00000182004,SNRPE,"small nuclear ribonucleoprotein polypeptide E "
ENSG00000214049,UCA1,"urothelial cancer associated 1 (non-protein coding) "
ENSG00000271576,RP11-486G15.2,""
ENSG00000239012,AL583842.1,""
ENSG00000250831,CTD-2232E5.2,""
ENSG00000202264,RNA5SP77,"RNA, 5S ribosomal pseudogene 77 "
ENSG00000248736,RP11-35O7.1,""
ENSG00000265466,AL583842.2,""
ENSG00000221191,AL662890.1,""
ENSG00000249378,LINC01060,"long intergenic non-protein coding RNA 1060 "
ENSG00000051620,HEBP2,"heme binding protein 2 "
ENSG00000213540,RP11-486G15.1,""
ENSG00000225934,RP4-566D2.1,""
ENSG00000227035,RP11-3N2.8,""
ENSG00000225015,SNX18P15,"sorting nexin 18 pseudogene 15 "
ENSG00000235559,NOL5BP,""
ENSG00000009765,IYD,"iodotyrosine deiodinase "
ENSG00000236664,AC011998.1,""
ENSG00000265715,MIR3118-1,"microRNA 3118-1 "
ENSG00000226970,RP11-82H13.2,""
ENSG00000145495,MARCH6,"membrane-associated ring finger (C3HC4) 6, E3 ubiquitin protein ligase "
ENSG00000172803,SNX32,"sorting nexin 32 "
ENSG00000265764,AL662890.3,""
ENSG00000265216,AL592310.1,""
ENSG00000213962,API5P2,"API5 pseudogene 2 "
ENSG00000233218,SNX18P16,"sorting nexin 18 pseudogene 16 "
ENSG00000225173,XXbac-BPG308K3.5,""
ENSG00000215812,ZNF847P,"zinc finger protein 847, pseudogene "
ENSG00000213774,AC010904.1,""
ENSG00000242676,ANKRD20A12P,"ankyrin repeat domain 20 family, member A12, pseudogene "
ENSG00000231426,RP5-899B16.1,""
ENSG00000221539,SNORD99,"small nucleolar RNA, C/D box 99 "
ENSG00000229744,AC011998.2,""
ENSG00000225595,XXbac-BPG308K3.6,""
ENSG00000260307,PABPC1P13,"poly(A) binding protein, cytoplasmic 1 pseudogene 13 "
ENSG00000249808,CTD-2029E14.1,""
ENSG00000199959,SNORA2,"Small nucleolar RNA SNORA2/SNORA34 family "
ENSG00000229388,RP11-442N24__B.1,""
ENSG00000182447,OTOL1,"otolin 1 "
ENSG00000206788,RNU6-629P,"RNA, U6 small nuclear 629, pseudogene "
ENSG00000267453,AC004791.2,""
ENSG00000234231,AC093616.4,""
ENSG00000177302,TOP3A,"topoisomerase (DNA) III alpha "
ENSG00000249909,CYCTP,"cytochrome c, testis, pseudogene "
ENSG00000250244,CTB-49A3.4,""
ENSG00000249237,RP11-376N17.4,""
ENSG00000230005,SNAP47-AS1,"SNAP47 antisense RNA 1 "
ENSG00000199450,RNA5SP276,"RNA, 5S ribosomal pseudogene 276 "
ENSG00000100473,COCH,"cochlin "
ENSG00000213203,GIMAP1,"GTPase, IMAP family member 1 "
ENSG00000101846,STS,"steroid sulfatase (microsomal), isozyme S "
ENSG00000221793,AC103863.1,""
ENSG00000213916,RPL13P,"ribosomal protein L13 pseudogene "
ENSG00000270103,RNU11,"RNA, U11 small nuclear "
ENSG00000264483,MIR5008,"microRNA 5008 "
