"ENSG00000215405","NM_001145004","GOLGA6L6"
"ENSG00000198625","NM_002393","MDM4"
"ENSG00000198625","NM_001278519","MDM4"
"ENSG00000198625","NM_001278518","MDM4"
"ENSG00000198625","NM_001278517","MDM4"
"ENSG00000153714","NM_203403","LURAP1L"
"ENSG00000203989","NM_001099685","RHOXF2B"
"ENSG00000110844","NM_001031698","PRPF40B"
"ENSG00000047346","NM_019600","FAM214A"
"ENSG00000112038","NM_001008505","OPRM1"
"ENSG00000113318","NM_002439","MSH3"
"ENSG00000112038","NM_001145286","OPRM1"
"ENSG00000169047","NM_005544","IRS1"
"ENSG00000112038","NM_001145285","OPRM1"
"ENSG00000171462","NM_001286656","DLK2"
"ENSG00000112038","NM_001145284","OPRM1"
"ENSG00000115295","NM_024692","CLIP4"
"ENSG00000115295","NM_001287527","CLIP4"
"ENSG00000120254","NM_001242768","MTHFD1L"
"ENSG00000120254","NM_015440","MTHFD1L"
"ENSG00000120254","NM_001242767","MTHFD1L"
"ENSG00000112038","NM_001145283","OPRM1"
"ENSG00000152495","NM_001744","CAMK4"
"ENSG00000101883","NM_139282","RHOXF1"
"ENSG00000103742","NM_020962","IGDCC4"
"ENSG00000112038","NM_001008503","OPRM1"
"ENSG00000204116","NM_001039840","CHIC1"
"ENSG00000047346","NM_001286495","FAM214A"
"ENSG00000055208","NM_015093","TAB2"
"ENSG00000163075","NM_001271049","PCDP1"
"ENSG00000139517","NM_153371","LNX2"
"ENSG00000171462","NM_023932","DLK2"
"ENSG00000168036","NM_001098210","CTNNB1"
"ENSG00000186431","NM_002000","FCAR"
"ENSG00000112038","NM_001285526","OPRM1"
"ENSG00000112038","NM_001145287","OPRM1"
"ENSG00000137877","NM_016642","SPTBN5"
"ENSG00000187969","NM_203303","ZCCHC13"
"ENSG00000237136","NM_001080531","C4orf51"
"ENSG00000112038","NM_001285523","OPRM1"
"ENSG00000129484","NM_005484","PARP2"
"ENSG00000129484","NM_001042618","PARP2"
"ENSG00000001036","NM_032020","FUCA2"
"ENSG00000131721","NM_032498","RHOXF2"
"ENSG00000186184","NM_015972","POLR1D"
"ENSG00000101197","NM_022161","BIRC7"
"ENSG00000150054","NM_173496","MPP7"
"ENSG00000171462","NM_206539","DLK2"
"ENSG00000168036","NM_001904","CTNNB1"
"ENSG00000186431","NM_133269","FCAR"
"ENSG00000198625","NM_001204172","MDM4"
"ENSG00000186431","NM_133271","FCAR"
"ENSG00000101871","NM_001193277","MID1"
"ENSG00000204424","NM_001003693","LY6G6F"
"ENSG00000101197","NM_139317","BIRC7"
"ENSG00000101871","NM_033290","MID1"
"ENSG00000120254","NM_001242769","MTHFD1L"
"ENSG00000186184","NM_152705","POLR1D"
"ENSG00000186184","NM_001206559","POLR1D"
"ENSG00000128294","NM_003595","TPST2"
"ENSG00000101871","NM_001098624","MID1"
"ENSG00000168036","NM_001098209","CTNNB1"
"ENSG00000177485","NM_006777","ZBTB33"
"ENSG00000101871","NM_033289","MID1"
"ENSG00000101871","NM_000381","MID1"
"ENSG00000128294","NM_001008566","TPST2"
"ENSG00000186431","NM_133277","FCAR"
"ENSG00000186431","NM_133272","FCAR"
"ENSG00000105287","NM_001079882","PRKD2"
"ENSG00000147100","NM_006517","SLC16A2"
"ENSG00000022567","NM_001286648","SLC45A4"
"ENSG00000169840","NM_145657","GSX1"
"ENSG00000170382","NM_006338","LRRN2"
"ENSG00000167771","NM_173587","RCOR2"
"ENSG00000239264","NM_030810","TXNDC5"
"ENSG00000160404","NM_001134430","TOR2A"
"ENSG00000170382","NM_201630","LRRN2"
"ENSG00000169856","NM_004498","ONECUT1"
"ENSG00000168621","NM_000514","GDNF"
"ENSG00000177485","NM_001184742","ZBTB33"
"ENSG00000187944","NM_213608","C2orf66"
"ENSG00000119899","NM_012434","SLC17A5"
"ENSG00000144468","NM_032276","RHBDD1"
"ENSG00000164073","NM_152778","MFSD8"
"ENSG00000158258","NM_022131","CLSTN2"
"ENSG00000168621","NM_001190469","GDNF"
"ENSG00000139515","NM_000209","PDX1"
"ENSG00000239264","NM_001145549","TXNDC5"
"ENSG00000186431","NM_133274","FCAR"
"ENSG00000186431","NM_133278","FCAR"
"ENSG00000127311","NM_033647","HELB"
"ENSG00000137760","NM_138775","ALKBH8"
"ENSG00000150316","NM_016403","CWC15"
"ENSG00000168621","NM_001190468","GDNF"
"ENSG00000022567","NM_001080431","SLC45A4"
"ENSG00000160404","NM_001085347","TOR2A"
"ENSG00000168398","NM_000623","BDKRB2"
"ENSG00000088888","NM_020746","MAVS"
"ENSG00000122367","NM_001080116","LDB3"
"ENSG00000166860","NM_014830","ZBTB39"
"ENSG00000169621","NM_173545","APLF"
"ENSG00000176871","NM_018639","WSB2"
"ENSG00000122687","NM_013393","FTSJ2"
"ENSG00000004961","NM_005333","HCCS"
"ENSG00000004961","NM_001122608","HCCS"
"ENSG00000004961","NM_001171991","HCCS"
"ENSG00000136631","NM_001279354","VPS45"
"ENSG00000136631","NM_007259","VPS45"
"ENSG00000160404","NM_130459","TOR2A"
"ENSG00000176871","NM_001278557","WSB2"
"ENSG00000168621","NM_199231","GDNF"
"ENSG00000168621","NM_001278098","GDNF"
"ENSG00000156502","NM_003171","SUPV3L1"
"ENSG00000101198","NM_152864","NKAIN4"
"ENSG00000165556","NM_001265","CDX2"
"ENSG00000021762","NM_020896","OSBPL5"
"ENSG00000124523","NM_001193267","SIRT5"
"ENSG00000159140","NM_138927","SON"
"ENSG00000105287","NM_001079881","PRKD2"
"ENSG00000105287","NM_016457","PRKD2"
"ENSG00000105287","NM_001079880","PRKD2"
"ENSG00000062598","NM_133171","ELMO2"
"ENSG00000087502","NM_016570","ERGIC2"
"ENSG00000021762","NM_145638","OSBPL5"
"ENSG00000021762","NM_001144063","OSBPL5"
"ENSG00000131263","NM_016120","RLIM"
"ENSG00000183463","NM_001105577","URAD"
"ENSG00000154359","NM_152271","LONRF1"
"ENSG00000127720","NM_032230","METTL25"
"ENSG00000168067","NM_004579","MAP4K2"
"ENSG00000104938","NM_001144909","CLEC4M"
"ENSG00000104938","NM_014257","CLEC4M"
"ENSG00000100122","NM_001887","CRYBB1"
"ENSG00000082212","NM_002396","ME2"
"ENSG00000124523","NM_031244","SIRT5"
"ENSG00000249481","NM_145026","SPATS1"
"ENSG00000131263","NM_183353","RLIM"
"ENSG00000100478","NM_001254729","AP4S1"
"ENSG00000120549","NM_001098500","KIAA1217"
"ENSG00000082212","NM_001168335","ME2"
"ENSG00000121207","NM_004744","LRAT"
"ENSG00000144468","NM_001167608","RHBDD1"
"ENSG00000104938","NM_001144911","CLEC4M"
"ENSG00000100478","NM_001128126","AP4S1"
"ENSG00000100478","NM_001254728","AP4S1"
"ENSG00000122367","NM_007078","LDB3"
"ENSG00000162552","NM_030761","WNT4"
"ENSG00000159140","NM_032195","SON"
"ENSG00000129925","NM_021259","TMEM8A"
"ENSG00000124523","NM_012241","SIRT5"
"ENSG00000088888","NM_001206491","MAVS"
"ENSG00000160404","NM_001252021","TOR2A"
"ENSG00000160404","NM_001252018","TOR2A"
"ENSG00000160404","NM_001134431","TOR2A"
"ENSG00000176871","NM_001278558","WSB2"
"ENSG00000163449","NM_001142311","TMEM169"
"ENSG00000163449","NM_001142312","TMEM169"
"ENSG00000163449","NM_138390","TMEM169"
"ENSG00000101158","NM_198976","NELFCD"
"ENSG00000122367","NM_001171610","LDB3"
"ENSG00000100478","NM_007077","AP4S1"
"ENSG00000050030","NM_001008537","KIAA2022"
"ENSG00000163449","NM_001142310","TMEM169"
"ENSG00000100478","NM_001254727","AP4S1"
"ENSG00000113391","NM_032042","FAM172A"
"ENSG00000122367","NM_001080114","LDB3"
"ENSG00000159784","NM_001031690","FAM131B"
"ENSG00000159784","NM_001278297","FAM131B"
"ENSG00000122367","NM_001171611","LDB3"
"ENSG00000122367","NM_001080115","LDB3"
"ENSG00000100478","NM_001254726","AP4S1"
"ENSG00000124523","NM_001242827","SIRT5"
"ENSG00000196431","NM_001886","CRYBA4"
"ENSG00000189430","NM_004829","NCR1"
"ENSG00000113391","NM_001163418","FAM172A"
"ENSG00000065548","NM_018471","ZC3H15"
"ENSG00000182208","NM_001172223","MOB2"
"ENSG00000120549","NM_019590","KIAA1217"
"ENSG00000169184","NM_002430","MN1"
"ENSG00000159784","NM_014690","FAM131B"
"ENSG00000141642","NM_018696","ELAC1"
"ENSG00000198198","NM_015284","SZT2"
"ENSG00000125618","NM_013953","PAX8"
"ENSG00000125618","NM_013992","PAX8"
"ENSG00000187037","NM_181791","GPR141"
"ENSG00000163630","NM_001130003","SYNPR"
"ENSG00000120549","NM_001282769","KIAA1217"
"ENSG00000113391","NM_001163417","FAM172A"
"ENSG00000145850","NM_138379","TIMD4"
"ENSG00000120549","NM_001282770","KIAA1217"
"ENSG00000169057","NM_004992","MECP2"
"ENSG00000151612","NM_178835","ZNF827"
"ENSG00000189430","NM_001242356","NCR1"
"ENSG00000189430","NM_001145458","NCR1"
"ENSG00000196353","NM_130808","CPNE4"
"ENSG00000106268","NM_002452","NUDT1"
"ENSG00000166415","NM_182758","WDR72"
"ENSG00000166415","NM_001277176","WDR72"
"ENSG00000135597","NM_001286611","REPS1"
"ENSG00000125618","NM_013952","PAX8"
"ENSG00000106268","NM_198950","NUDT1"
"ENSG00000151962","NM_001277171","RBM46"
"ENSG00000163630","NM_144642","SYNPR"
"ENSG00000120549","NM_001098501","KIAA1217"
"ENSG00000120549","NM_001282768","KIAA1217"
"ENSG00000110583","NM_024771","NAA40"
"ENSG00000151962","NM_144979","RBM46"
"ENSG00000145850","NM_001146726","TIMD4"
"ENSG00000125355","NM_017938","TMEM255A"
"ENSG00000151962","NM_001277173","RBM46"
"ENSG00000169057","NM_001110792","MECP2"
"ENSG00000135597","NM_001128617","REPS1"
"ENSG00000189430","NM_001145457","NCR1"
"ENSG00000105329","NM_000660","TGFB1"
"ENSG00000125355","NM_001104544","TMEM255A"
"ENSG00000136631","NM_001279353","VPS45"
"ENSG00000153922","NM_001270","CHD1"
"ENSG00000166483","NM_003390","WEE1"
"ENSG00000086289","NM_017549","EPDR1"
"ENSG00000111344","NM_004658","RASAL1"
"ENSG00000111344","NM_001193520","RASAL1"
"ENSG00000086289","NM_001242946","EPDR1"
"ENSG00000105221","NM_001626","AKT2"
"ENSG00000105221","NM_001243027","AKT2"
"ENSG00000105221","NM_001243028","AKT2"
"ENSG00000120549","NM_001282767","KIAA1217"
"ENSG00000106268","NM_198952","NUDT1"
"ENSG00000086289","NM_001242948","EPDR1"
"ENSG00000125355","NM_001104545","TMEM255A"
"ENSG00000243156","NM_015241","MICAL3"
"ENSG00000166483","NM_001143976","WEE1"
"ENSG00000106268","NM_198954","NUDT1"
"ENSG00000103202","NM_001286436","NME4"
"ENSG00000175467","NM_005146","SART1"
"ENSG00000062598","NM_182764","ELMO2"
"ENSG00000106268","NM_198953","NUDT1"
"ENSG00000103966","NM_139265","EHD4"
"ENSG00000196290","NM_021824","NIF3L1"
"ENSG00000106268","NM_198948","NUDT1"
"ENSG00000106268","NM_198949","NUDT1"
"ENSG00000085998","NM_017739","POMGNT1"
"ENSG00000111344","NM_001193521","RASAL1"
"ENSG00000204882","NM_005293","GPR20"
"ENSG00000185149","NM_000910","NPY2R"
"ENSG00000221983","NM_003333","UBA52"
"ENSG00000125618","NM_003466","PAX8"
"ENSG00000035403","NM_003373","VCL"
"ENSG00000085998","NM_001243766","POMGNT1"
"ENSG00000170430","NM_002412","MGMT"
"ENSG00000184677","NM_014870","ZBTB40"
"ENSG00000035403","NM_014000","VCL"
"ENSG00000103202","NM_001286438","NME4"
"ENSG00000103202","NM_001286439","NME4"
"ENSG00000142039","NM_052848","CCDC97"
"ENSG00000183439","NM_001012414","TRIM61"
"ENSG00000221983","NM_001033930","UBA52"
"ENSG00000135597","NM_001286612","REPS1"
"ENSG00000196290","NM_001142356","NIF3L1"
"ENSG00000184677","NM_001083621","ZBTB40"
"ENSG00000250486","NM_153027","FAM218A"
"ENSG00000135597","NM_031922","REPS1"
"ENSG00000047648","NM_001287242","ARHGAP6"
"ENSG00000196290","NM_001142355","NIF3L1"
"ENSG00000196290","NM_001136039","NIF3L1"
"ENSG00000166863","NM_013251","TAC3"
"ENSG00000134121","NM_001253388","CHL1"
"ENSG00000134121","NM_006614","CHL1"
"ENSG00000134121","NM_001253387","CHL1"
"ENSG00000184489","NM_032611","PTP4A3"
"ENSG00000047648","NM_013423","ARHGAP6"
"ENSG00000151948","NM_144669","GLT1D1"
"ENSG00000104938","NM_001144910","CLEC4M"
"ENSG00000104938","NM_001144905","CLEC4M"
"ENSG00000113249","NM_001173393","HAVCR1"
"ENSG00000176979","NM_152620","TRIM60"
"ENSG00000177688","NM_001002255","SUMO4"
"ENSG00000163660","NM_020307","CCNL1"
"ENSG00000184489","NM_007079","PTP4A3"
"ENSG00000144036","NM_015189","EXOC6B"
"ENSG00000185551","NM_001145155","NR2F2"
"ENSG00000113249","NM_012206","HAVCR1"
"ENSG00000166863","NM_001178054","TAC3"
"ENSG00000243156","NM_001122731","MICAL3"
"ENSG00000141294","NM_033413","LRRC46"
"ENSG00000135469","NM_144576","COQ10A"
"ENSG00000047648","NM_013427","ARHGAP6"
"ENSG00000103202","NM_005009","NME4"
"ENSG00000103202","NM_001286435","NME4"
"ENSG00000243156","NM_001136004","MICAL3"
"ENSG00000127328","NM_022456","RAB3IP"
"ENSG00000113249","NM_001099414","HAVCR1"
"ENSG00000184545","NM_004420","DUSP8"
"ENSG00000108175","NM_020338","ZMIZ1"
"ENSG00000103202","NM_001286440","NME4"
"ENSG00000242110","NM_001167595","AMACR"
"ENSG00000242110","NM_014324","AMACR"
"ENSG00000122025","NM_004119","FLT3"
"ENSG00000104938","NM_001144904","CLEC4M"
"ENSG00000185551","NM_021005","NR2F2"
"ENSG00000197363","NM_213605","ZNF517"
"ENSG00000086288","NM_016616","NME8"
"ENSG00000176340","NM_004074","COX8A"
"ENSG00000185551","NM_001145156","NR2F2"
"ENSG00000047648","NM_006125","ARHGAP6"
"ENSG00000135469","NM_001099337","COQ10A"
"ENSG00000124469","NM_001816","CEACAM8"
"ENSG00000167258","NM_015083","CDK12"
"ENSG00000167258","NM_016507","CDK12"
"ENSG00000095627","NM_198795","TDRD1"
"ENSG00000053747","NM_198129","LAMA3"
"ENSG00000170289","NM_019098","CNGB3"
"ENSG00000169618","NM_138964","PROKR1"
"ENSG00000180957","NM_012399","PITPNB"
"ENSG00000242110","NM_203382","AMACR"
"ENSG00000113525","NM_000879","IL5"
"ENSG00000078269","NM_001178088","SYNJ2"
"ENSG00000078269","NM_003898","SYNJ2"
"ENSG00000127328","NM_175624","RAB3IP"
"ENSG00000205869","NM_001005922","KRTAP5-1"
"ENSG00000006016","NM_004750","CRLF1"
"ENSG00000175376","NM_001242486","EIF1AD"
"ENSG00000175376","NM_001242485","EIF1AD"
"ENSG00000175376","NM_001242484","EIF1AD"
"ENSG00000170037","NM_001037144","CNTROB"
"ENSG00000180957","NM_001284277","PITPNB"
"ENSG00000104938","NM_001144906","CLEC4M"
"ENSG00000104938","NM_001144907","CLEC4M"
"ENSG00000104938","NM_001144908","CLEC4M"
"ENSG00000205867","NM_001004325","KRTAP5-2"
"ENSG00000170088","NM_001100389","TMEM192"
"ENSG00000066136","NM_001142589","NFYC"
"ENSG00000053747","NM_001127717","LAMA3"
"ENSG00000164211","NM_139164","STARD4"
"ENSG00000110675","NM_018712","ELMOD1"
"ENSG00000175376","NM_001242483","EIF1AD"
"ENSG00000175376","NM_032325","EIF1AD"
"ENSG00000175376","NM_001242482","EIF1AD"
"ENSG00000175376","NM_001242481","EIF1AD"
"ENSG00000185594","NM_173499","SPATA8"
"ENSG00000170037","NM_053051","CNTROB"
"ENSG00000110675","NM_001130037","ELMOD1"
"ENSG00000003756","NM_005778","RBM5"
"ENSG00000133789","NM_015055","SWAP70"
"ENSG00000178199","NM_207360","ZC3H12D"
"ENSG00000053747","NM_000227","LAMA3"
"ENSG00000053747","NM_001127718","LAMA3"
"ENSG00000197121","NM_024989","PGAP1"
"ENSG00000125363","NM_001142","AMELX"
"ENSG00000180957","NM_001284278","PITPNB"
"ENSG00000137766","NM_001080534","UNC13C"
"ENSG00000125363","NM_182680","AMELX"
"ENSG00000076604","NM_004295","TRAF4"
"ENSG00000125363","NM_182681","AMELX"
"ENSG00000079246","NM_021141","XRCC5"
"ENSG00000066136","NM_014223","NFYC"
"ENSG00000066136","NM_001142587","NFYC"
"ENSG00000115042","NM_016044","FAHD2A"
"ENSG00000175395","NM_145011","ZNF25"
"ENSG00000108469","NM_004259","RECQL5"
"ENSG00000006015","NM_001100418","C19orf60"
"ENSG00000006015","NM_001100419","C19orf60"
"ENSG00000127328","NM_175623","RAB3IP"
"ENSG00000127328","NM_175625","RAB3IP"
"ENSG00000138435","NM_000079","CHRNA1"
"ENSG00000141646","NM_005359","SMAD4"
"ENSG00000101199","NM_018209","ARFGAP1"
"ENSG00000070886","NM_001006943","EPHA8"
"ENSG00000221826","NM_021016","PSG3"
"ENSG00000153147","NM_003601","SMARCA5"
"ENSG00000171357","NM_001013615","LURAP1"
"ENSG00000095370","NM_005489","SH2D3C"
"ENSG00000198663","NM_001286637","C6orf89"
"ENSG00000198663","NM_001286635","C6orf89"
"ENSG00000198663","NM_001286636","C6orf89"
"ENSG00000066136","NM_001142588","NFYC"
"ENSG00000164256","NM_020227","PRDM9"
"ENSG00000138435","NM_001039523","CHRNA1"
"ENSG00000140450","NM_183376","ARRDC4"
"ENSG00000244045","NM_152464","TMEM199"
"ENSG00000175334","NM_003860","BANF1"
"ENSG00000175334","NM_001143985","BANF1"
"ENSG00000142046","NM_001098825","TMEM91"
"ENSG00000166169","NM_001174084","POLL"
"ENSG00000166169","NM_001174085","POLL"
"ENSG00000166169","NM_013274","POLL"
"ENSG00000108469","NM_001003715","RECQL5"
"ENSG00000108469","NM_001003716","RECQL5"
"ENSG00000095370","NM_001142533","SH2D3C"
"ENSG00000198663","NM_152734","C6orf89"
"ENSG00000164074","NM_001039717","C4orf29"
"ENSG00000142046","NM_001098821","TMEM91"
"ENSG00000242612","NM_020664","DECR2"
"ENSG00000187109","NM_004537","NAP1L1"
"ENSG00000187109","NM_139207","NAP1L1"
"ENSG00000081052","NM_000092","COL4A4"
"ENSG00000164114","NM_001039580","MAP9"
"ENSG00000142046","NM_001098822","TMEM91"
"ENSG00000142046","NM_001098824","TMEM91"
"ENSG00000142046","NM_001098823","TMEM91"
"ENSG00000185087","NM_182562","FAM169B"
"ENSG00000074706","NM_015553","IPCEF1"
"ENSG00000074706","NM_001130700","IPCEF1"
"ENSG00000188428","NM_201280","BLOC1S5"
"ENSG00000188428","NM_001199323","BLOC1S5"
"ENSG00000096401","NM_001253","CDC5L"
"ENSG00000159147","NM_017613","DONSON"
"ENSG00000101199","NM_001281483","ARFGAP1"
"ENSG00000164167","NM_007080","LSM6"
"ENSG00000074706","NM_001130699","IPCEF1"
"ENSG00000231500","NM_022551","RPS18"
"ENSG00000108826","NM_016504","MRPL27"
"ENSG00000167634","NM_139176","NLRP7"
"ENSG00000167634","NM_001127255","NLRP7"
"ENSG00000167634","NM_206828","NLRP7"
"ENSG00000188626","NM_001282468","GOLGA8M"
"ENSG00000144152","NM_153214","FBLN7"
"ENSG00000144152","NM_001128165","FBLN7"
"ENSG00000188428","NM_001199322","BLOC1S5"
"ENSG00000070886","NM_020526","EPHA8"
"ENSG00000175315","NM_001323","CST6"
"ENSG00000095370","NM_170600","SH2D3C"
"ENSG00000142046","NM_001042595","TMEM91"
"ENSG00000066136","NM_001142590","NFYC"
"ENSG00000070031","NM_021920","SCT"
"ENSG00000127328","NM_001024647","RAB3IP"
"ENSG00000127328","NM_001278402","RAB3IP"
"ENSG00000100739","NM_000710","BDKRB1"
"ENSG00000153822","NM_001270422","KCNJ16"
"ENSG00000196224","NM_001012708","KRTAP5-3"
"ENSG00000173838","NM_001100875","MARCH10"
"ENSG00000241598","NM_001012709","KRTAP5-4"
"ENSG00000131269","NM_001271696","ABCB7"
"ENSG00000131269","NM_004299","ABCB7"
"ENSG00000152520","NM_175854","PAN3"
"ENSG00000173838","NM_152598","MARCH10"
"ENSG00000170290","NM_003063","SLN"
"ENSG00000109686","NM_001243349","SH3D19"
"ENSG00000185940","NM_001001480","KRTAP5-5"
"ENSG00000138795","NM_016269","LEF1"
"ENSG00000173838","NM_001288779","MARCH10"
"ENSG00000153822","NM_018658","KCNJ16"
"ENSG00000116030","NM_003352","SUMO1"
"ENSG00000153822","NM_170741","KCNJ16"
"ENSG00000197442","NM_005923","MAP3K5"
"ENSG00000188089","NM_001206670","PLA2G4E"
"ENSG00000131269","NM_001271699","ABCB7"
"ENSG00000131269","NM_001271697","ABCB7"
"ENSG00000100154","NM_001145418","TTC28"
"ENSG00000137876","NM_016304","RSL24D1"
"ENSG00000095370","NM_001252334","SH2D3C"
"ENSG00000108001","NM_001005463","EBF3"
"ENSG00000135077","NM_032782","HAVCR2"
"ENSG00000095370","NM_001142534","SH2D3C"
"ENSG00000116030","NM_001005782","SUMO1"
"ENSG00000023902","NM_016274","PLEKHO1"
"ENSG00000173838","NM_001288780","MARCH10"
"ENSG00000069696","NM_000797","DRD4"
"ENSG00000109686","NM_001128924","SH3D19"
"ENSG00000142945","NM_006845","KIF2C"
"ENSG00000021461","NM_057095","CYP3A43"
"ENSG00000021461","NM_022820","CYP3A43"
"ENSG00000021461","NM_057096","CYP3A43"
"ENSG00000131269","NM_001271698","ABCB7"
"ENSG00000205864","NM_001012416","KRTAP5-6"
"ENSG00000164902","NM_032177","PHAX"
"ENSG00000095370","NM_001142531","SH2D3C"
"ENSG00000095370","NM_001142532","SH2D3C"
"ENSG00000175294","NM_053054","CATSPER1"
"ENSG00000105696","NM_012109","TMEM59L"
"ENSG00000154743","NM_001145394","TSEN2"
"ENSG00000154743","NM_001145392","TSEN2"
"ENSG00000154743","NM_025265","TSEN2"
"ENSG00000109466","NM_007246","KLHL2"
"ENSG00000116030","NM_001005781","SUMO1"
"ENSG00000168286","NM_020457","THAP11"
"ENSG00000179104","NM_152588","TMTC2"
"ENSG00000144015","NM_138800","TRIM43"
"ENSG00000144015","NM_001164464","TRIM43"
"ENSG00000109686","NM_001009555","SH3D19"
"ENSG00000109686","NM_001128923","SH3D19"
"ENSG00000002726","NM_001091","AOC1"
"ENSG00000124467","NM_001130167","PSG8"
"ENSG00000175229","NM_033036","GAL3ST3"
"ENSG00000146966","NM_015689","DENND2A"
"ENSG00000101199","NM_001281482","ARFGAP1"
"ENSG00000102001","NM_001256790","CACNA1F"
"ENSG00000138160","NM_004523","KIF11"
"ENSG00000021461","NM_001278921","CYP3A43"
"ENSG00000244242","NM_001170820","IFITM10"
"ENSG00000101199","NM_175609","ARFGAP1"
"ENSG00000005302","NM_078629","MSL3"
"ENSG00000213658","NM_001014989","LAT"
"ENSG00000124467","NM_001130168","PSG8"
"ENSG00000154743","NM_001145393","TSEN2"
"ENSG00000235863","NM_003782","B3GALT4"
"ENSG00000102001","NM_001256789","CACNA1F"
"ENSG00000102001","NM_005183","CACNA1F"
"ENSG00000115590","NM_004633","IL1R2"
"ENSG00000129277","NM_002984","CCL4"
"ENSG00000124467","NM_182707","PSG8"
"ENSG00000002726","NM_001272072","AOC1"
"ENSG00000119778","NM_001242338","ATAD2B"
"ENSG00000119778","NM_017552","ATAD2B"
"ENSG00000167770","NM_017670","OTUB1"
"ENSG00000138795","NM_001166119","LEF1"
"ENSG00000120088","NM_001145148","CRHR1"
"ENSG00000120088","NM_004382","CRHR1"
"ENSG00000120088","NM_001145147","CRHR1"
"ENSG00000134115","NM_014461","CNTN6"
"ENSG00000005302","NM_078628","MSL3"
"ENSG00000154743","NM_001145395","TSEN2"
"ENSG00000108010","NM_006541","GLRX3"
"ENSG00000168038","NM_017886","ULK4"
"ENSG00000108010","NM_001199868","GLRX3"
"ENSG00000115590","NM_001261419","IL1R2"
"ENSG00000189180","NM_001278170","ZNF33A"
"ENSG00000109466","NM_001161522","KLHL2"
"ENSG00000109466","NM_001161521","KLHL2"
"ENSG00000163492","NM_173648","CCDC141"
"ENSG00000213658","NM_001014987","LAT"
"ENSG00000213658","NM_001014988","LAT"
"ENSG00000213658","NM_014387","LAT"
"ENSG00000189180","NM_001278178","ZNF33A"
"ENSG00000189180","NM_001278177","ZNF33A"
"ENSG00000189180","NM_001278174","ZNF33A"
"ENSG00000189180","NM_001278173","ZNF33A"
"ENSG00000189180","NM_001278176","ZNF33A"
"ENSG00000189180","NM_001278175","ZNF33A"
"ENSG00000189180","NM_001278179","ZNF33A"
"ENSG00000189180","NM_001278171","ZNF33A"
"ENSG00000189180","NM_006954","ZNF33A"
"ENSG00000189180","NM_006974","ZNF33A"
"ENSG00000085999","NM_003579","RAD54L"
