Ensembl_gene_id	Omim_gene_description
ENSG00000111799	Bethlem myopathy 2, 616471 (3), Autosomal dominant; ?Ullrich congenital muscular dystrophy 2, 616470 (3)
ENSG00000111802	Spinocerebellar ataxia, autosomal recessive 23, 616949 (3), Autosomal recessive
ENSG00000111817	Ehlers-Danlos syndrome, musculocontractural type 2, 615539 (3), Autosomal recessive
ENSG00000111834	Ciliary dyskinesia, primary, 11, 612649 (3)
ENSG00000111837	Retinitis pigmentosa 62, 614181 (3), Autosomal recessive
ENSG00000111846	Adult i phenotype without cataract, 110800 (3), Autosomal dominant; [Blood group, Ii], 110800 (3), Autosomal dominant; Cataract 13 with adult i phenotype, 116700 (3), Autosomal recessive
ENSG00000111877	Ovarian dysgenesis 4, 616185 (3), Autosomal recessive
ENSG00000111913	?Deafness, autosomal recessive 104, 616515 (3), Autosomal recessive
ENSG00000112039	Fanconi anemia, complementation group E, 600901 (3), Autosomal recessive
ENSG00000112041	Leber congenital amaurosis 15, 613843 (3), Autosomal recessive; Retinitis pigmentosa 14, 600132 (3), Autosomal recessive
ENSG00000112053	Spermatogenic failure 3, 606766 (3), Autosomal dominant
ENSG00000112077	Anemia, hemolytic, Rh-null, regulator type, 268150 (3), Autosomal dominant; Overhydrated hereditary stomatocytosis, 185000 (3), Autosomal dominant
ENSG00000112096	{Microvascular complications of diabetes 6}, 612634 (3)
ENSG00000112116	?Candidiasis, familial, 6, autosomal dominant, 613956 (3)
ENSG00000112144	Endocrine-cerebroosteodysplasia, 612651 (3), Autosomal recessive; {Epilepsy, juvenile myoclonic, susceptibility to, 10}, 617924 (3), Autosomal dominant
ENSG00000112210	Carpenter syndrome, 201000 (3), Autosomal recessive
ENSG00000112234	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type), 615471 (3), Autosomal recessive
ENSG00000112246	Obesity, severe, 601665 (3), Autosomal recessive, Autosomal dominant, Multifactorial
ENSG00000112276	?Cardiac arrhythmia with increased serum creatine kinase, 616812 (3), Autosomal recessive
ENSG00000112280	?Epiphyseal dysplasia, multiple, 6, 614135 (3), Autosomal dominant; Stickler syndrome, type IV, 614134 (3)
ENSG00000112282	Mental retardation, autosomal recessive 18, 614249 (3), Autosomal recessive
ENSG00000112294	Succinic semialdehyde dehydrogenase deficiency, 271980 (3), Autosomal recessive
ENSG00000112299	[High density lipoprotein cholesterol level QTL 8] (3)
ENSG00000112312	Meier-Gorlin syndrome 6, 616835 (3), Autosomal dominant
ENSG00000112319	?Cardiomyopathy, dilated, 1J, 605362 (3), Autosomal dominant; Deafness, autosomal dominant 10, 601316 (3), Autosomal dominant
ENSG00000112320	Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3), Autosomal recessive
ENSG00000112357	Peroxisome biogenesis disorder 9B, 614879 (3), Autosomal recessive; Rhizomelic chondrodysplasia punctata, type 1, 215100 (3), Autosomal recessive
ENSG00000112365	Immunodeficiency-centromeric instability-facial anomalies syndrome 2, 614069 (3), Autosomal recessive
ENSG00000112367	Amyotrophic lateral sclerosis 11, 612577 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 4J, 611228 (3), Autosomal recessive; ?Polymicrogyria, bilateral temporooccipital, 612691 (3), Autosomal recessive; Yunis-Varon syndrome, 216340 (3), Autosomal recessive
ENSG00000112414	Lethal congenital contracture syndrome 9, 616503 (3), Autosomal recessive
ENSG00000112425	Epilepsy, progressive myoclonic 2A (Lafora), 254780 (3), Autosomal recessive
ENSG00000112541	Dyskinesia, limb and orofacial, infantile-onset, 616921 (3), Autosomal recessive; Striatal degeneration, autosomal dominant, 616922 (3), Autosomal dominant
ENSG00000112562	Dentin dysplasia, type I, with microdontia and misshapen teeth, 125400 (3), Autosomal recessive
ENSG00000112592	{Parkinson disease, susceptibility to}, 168600 (3), Isolated cases, Multifactorial; Spinocerebellar ataxia 17, 607136 (3), Autosomal dominant
ENSG00000112599	Retinitis pigmentosa 48, 613827 (3)
ENSG00000112619	Choroidal dystrophy, central areolar 2, 613105 (3), Autosomal dominant; Leber congenital amaurosis 18, 608133 (3), Autosomal recessive, Autosomal dominant; Macular dystrophy, patterned, 1, 169150 (3), Autosomal dominant; Macular dystrophy, vitelliform, 3, 608161 (3), Autosomal dominant; Retinitis pigmentosa 7 and digenic form, 608133 (3), Autosomal recessive, Autosomal dominant; Retinitis punctata albescens, 136880 (3), Autosomal recessive, Autosomal dominant
ENSG00000112640	Mental retardation, autosomal dominant 35, 616355 (3), Autosomal dominant
ENSG00000112706	Macular dystrophy, vitelliform, 4, 616151 (3), Autosomal dominant
ENSG00000112715	{Microvascular complications of diabetes 1}, 603933 (3)
ENSG00000112761	Arthropathy, progressive pseudorheumatoid, of childhood, 208230 (3), Autosomal recessive; Spondyloepiphyseal dysplasia tarda with progressive arthropathy, 208230 (3), Autosomal recessive
ENSG00000112769	Cardiomyopathy, dilated, 1JJ, 615235 (3), Autosomal dominant
ENSG00000112773	Osteogenesis imperfecta, type XVIII, 617952 (3), Autosomal recessive
ENSG00000112782	?Deafness, autosomal recessive 103, 616042 (3), Autosomal recessive
ENSG00000112837	Congenital anomalies of kidney and urinary tract 2, 143400 (3), Autosomal dominant
ENSG00000112855	?Perrault syndrome 2, 614926 (3), Autosomal recessive
ENSG00000112936	C7 deficiency, 610102 (3)
ENSG00000112964	Growth hormone insensitivity, partial, 604271 (3); {Hypercholesterolemia, familial, modifier of}, 143890 (3), Autosomal dominant; Increased responsiveness to growth hormone, 604271 (3); Laron dwarfism, 262500 (3), Autosomal recessive
ENSG00000112992	Glucocorticoid deficiency 4, with or without mineralocorticoid deficiency, 614736 (3), Autosomal recessive
ENSG00000113013	Anemia, sideroblastic, 4, 182170 (3), Autosomal dominant; Even-plus syndrome, 616854 (3), Autosomal recessive
ENSG00000113083	Aortic aneurysm, familial thoracic 10, 617168 (3), Autosomal dominant
ENSG00000113140	Osteogenesis imperfecta, type XVII, 616507 (3), Autosomal recessive
ENSG00000113161	[Low density lipoprotein cholesterol level QTL 3] (3); [Statins, attenuated cholesterol lowering by] (3)
ENSG00000113163	Mental retardation, autosomal dominant 34, 616351 (3), Autosomal dominant
ENSG00000113231	Pigmented nodular adrenocortical disease, primary, 3, 614190 (3); Striatal degeneration, autosomal dominant, 609161 (3), Autosomal dominant
ENSG00000113262	Night blindness, congenital stationary (complete), 1B, autosomal recessive, 257270 (3), Autosomal recessive
ENSG00000113263	Lymphoproliferative syndrome 1, 613011 (3), Autosomal recessive
ENSG00000113273	Mucopolysaccharidosis type VI (Maroteaux-Lamy), 253200 (3), Autosomal recessive
ENSG00000113302	Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive
ENSG00000113318	Endometrial carcinoma, somatic, 608089 (3); Familial adenomatous polyposis 4, 617100 (3), Autosomal recessive
ENSG00000113327	{Epilepsy, childhood absence, susceptibility to, 2}, 607681 (3), Autosomal dominant; Epilepsy, generalized, with febrile seizures plus, type 3, 611277 (3), Autosomal dominant; Febrile seizures, familial, 8, 611277 (3), Autosomal dominant
ENSG00000113368	Leukodystrophy, adult-onset, autosomal dominant, 169500 (3), Autosomal dominant
ENSG00000113448	Acrodysostosis 2, with or without hormone resistance, 614613 (3), Autosomal dominant; {Stroke, susceptibility to, 1}, 606799 (3)
ENSG00000113492	[Beta-aminoisobutyric acid, urinary excretion of], 210100 (3), Autosomal recessive
ENSG00000113494	?Hyperprolactinemia, 615555 (3), Autosomal dominant; Multiple fibroadenomas of the breast, 615554 (3), Autosomal dominant
ENSG00000113522	Nijmegen breakage syndrome-like disorder, 613078 (3)
ENSG00000113555	Microcephaly, seizures, spasticity, and brain calcification, 251280 (3), Autosomal recessive
ENSG00000113569	?Atrial fibrillation 15, 615770 (3), Autosomal recessive
ENSG00000113580	Glucocorticoid resistance, 615962 (3), Autosomal dominant
ENSG00000113594	Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome, 601559 (3), Autosomal recessive
ENSG00000113600	C9 deficiency, 613825 (3); {Macular degeneration, age-related, 15, susceptibility to}, 615591 (3)
ENSG00000113643	Leukodystrophy, hypomyelinating, 9, 616140 (3), Autosomal recessive
ENSG00000113645	[Memory, enhanced, QTL], 615602 (3)
ENSG00000113719	?Arthrogryposis multiplex congenita, neurogenic type, 208100 (3), Autosomal recessive
ENSG00000113721	Basal ganglia calcification, idiopathic, 4, 615007 (3), Autosomal dominant; Kosaki overgrowth syndrome, 616592 (3), Autosomal dominant; Myeloproliferative disorder with eosinophilia, 131440 (4), Autosomal dominant; Myofibromatosis, infantile, 1, 228550 (3), Autosomal dominant; Premature aging syndrome, Penttinen type, 601812 (3), Autosomal dominant
ENSG00000113790	?Fanconi renotubular syndrome 3, 615605 (3), Autosomal dominant
ENSG00000113845	Mitochondrial complex I deficiency, 252010 (3), Autosomal recessive, X-linked dominant, Mitochondrial
ENSG00000113851	Mental retardation, autosomal recessive 2, 607417 (3), Autosomal recessive
ENSG00000113889	[High molecular weight kininogen deficiency], 228960 (3), Autosomal recessive; [Kininogen deficiency], 228960 (3), Autosomal recessive
ENSG00000113905	Thrombophilia due to HRG deficiency, 613116 (3), Autosomal dominant; Thrombophilia due to elevated HRG, 613116 (1), Autosomal dominant
ENSG00000113924	Alkaptonuria, 203500 (3), Autosomal recessive
ENSG00000113946	Hypomagnesemia 3, renal, 248250 (3), Autosomal recessive
ENSG00000113966	{Bardet-Biedl syndrome 1, modifier of}, 209900 (3), Autosomal recessive, Digenic recessive; Bardet-Biedl syndrome 3, 600151 (3), Autosomal recessive; ?Retinitis pigmentosa 55, 613575 (3)
ENSG00000113971	Meckel syndrome 7, 267010 (3), Autosomal recessive; Nephronophthisis 3, 604387 (3), Autosomal recessive; Renal-hepatic-pancreatic dysplasia 1, 208540 (3), Autosomal recessive
ENSG00000114026	Renal cell carcinoma, clear cell, somatic, 144700 (3)
ENSG00000114054	Propionicacidemia, 606054 (3), Autosomal recessive
ENSG00000114062	Angelman syndrome, 105830 (3), Isolated cases
ENSG00000114200	{Apnea, postanesthetic, susceptibility to, due to BCHE deficiency}, 617936 (3); Butyrylcholinesterase deficiency, 617936 (3)
ENSG00000114209	Cerebral cavernous malformations 3, 603285 (3)
ENSG00000114251	Robinow syndrome, autosomal dominant 1, 180700 (3), Autosomal dominant
ENSG00000114270	EBD inversa, 226600 (3), Autosomal recessive; EBD, Bart type, 132000 (3), Autosomal dominant; EBD, localisata variant (3); Epidermolysis bullosa dystrophica, AD, 131750 (3), Autosomal dominant; Epidermolysis bullosa dystrophica, AR, 226600 (3), Autosomal recessive; Epidermolysis bullosa pruriginosa, 604129 (3), Autosomal recessive, Autosomal dominant; Epidermolysis bullosa, pretibial, 131850 (3), Autosomal recessive, Autosomal dominant; Toenail dystrophy, isolated, 607523 (3), Autosomal dominant; Transient bullous of the newborn, 131705 (3), Autosomal recessive, Autosomal dominant
ENSG00000114279	Epileptic encephalopathy, early infantile, 47, 617166 (3), Autosomal dominant
ENSG00000114349	Night blindness, congenital stationary, autosomal dominant 3, 610444 (3), Autosomal dominant; Night blindness, congenital stationary, type 1G, 616389 (3), Autosomal recessive
ENSG00000114353	Pituitary ACTH-secreting adenoma (3); Ventricular tachycardia, idiopathic, 192605 (3), Autosomal dominant
ENSG00000114354	Hereditary motor and sensory neuropathy, Okinawa type, 604484 (3), Autosomal dominant; ?Spastic paraplegia 57, autosomal recessive, 615658 (3), Autosomal recessive
ENSG00000114374	Spermatogenic failure, Y-linked, 2, 415000 (3), Y-linked
ENSG00000114378	?Mucopolysaccharidosis type IX, 601492 (3), Autosomal recessive
ENSG00000114388	Epilepsy, familial focal, with variable foci 2, 617116 (3), Autosomal dominant
ENSG00000114446	?Orofaciodigital syndrome XVIII, 617927 (3), Autosomal recessive
ENSG00000114450	Charcot-Marie-Tooth disease, dominant intermediate F, 615185 (3), Autosomal dominant
ENSG00000114480	Glycogen storage disease IV, 232500 (3), Autosomal recessive; Polyglucosan body disease, adult form, 263570 (3), Autosomal recessive
ENSG00000114491	Orotic aciduria, 258900 (3), Autosomal recessive
ENSG00000114573	Cutis laxa, autosomal recessive, type IID, 617403 (3), Autosomal recessive; Epileptic encephalopathy, infantile or early childhood, 3, 618012 (3), Autosomal dominant
ENSG00000114686	Combined oxidative phosphorylation deficiency 9, 614582 (3), Autosomal recessive
ENSG00000114737	{Bacteremia, susceptibility to}, 614383 (3); {Malaria, susceptibility to}, 611162 (3); {Tuberculosis, susceptibility to}, 607948 (3)
ENSG00000114738	?Macular dystrophy, patterned, 3, 617111 (3), Autosomal dominant
ENSG00000114739	Heterotaxy, visceral, 4, autosomal, 613751 (3)
ENSG00000114796	Epidermolysis bullosa simplex, generalized, with scarring and hair loss, 617294 (3), Autosomal dominant
ENSG00000114841	?Ciliary dyskinesia, primary, 37, 617577 (3), Autosomal recessive; Spermatogenic failure 18, 617576 (3), Autosomal recessive
ENSG00000114854	Cardiomyopathy, dilated, 1Z, 611879 (3); Cardiomyopathy, hypertrophic, 13, 613243 (3), Autosomal dominant
ENSG00000114859	{Epilepsy, idiopathic generalized, susceptibility to, 11}, 607628 (3), Autosomal dominant; {Epilepsy, juvenile absence, susceptibility to, 2}, 607628 (3), Autosomal dominant; {Epilepsy, juvenile myoclonic, susceptibility to, 8}, 607628 (3), Autosomal dominant; Hyperaldosteronism, familial, type II, 605635 (3), Autosomal dominant; Leukoencephalopathy with ataxia, 615651 (3), Autosomal recessive
ENSG00000114861	Mental retardation with language impairment and with or without autistic features, 613670 (3), Autosomal dominant
ENSG00000114867	{Parkinson disease 18}, 614251 (3), Autosomal dominant
ENSG00000114956	Mitochondrial DNA depletion syndrome 3 (hepatocerebral type), 251880 (3), Autosomal recessive; Portal hypertension, noncirrhotic, 617068 (3), Autosomal recessive; Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 4, 617070 (3), Autosomal recessive
ENSG00000114988	?Mental retardation, autosomal recessive, 52, 616887 (3), Autosomal recessive
ENSG00000115020	Corneal fleck dystrophy, 121850 (3), Autosomal dominant
ENSG00000115085	Autoimmune disease, multisystem, infantile-onset, 2, 617006 (3), Autosomal recessive; Immunodeficiency 48, 269840 (3), Autosomal recessive
ENSG00000115107	?Anemia, hypochromic microcytic, with iron overload 2, 615234 (3), Autosomal dominant
ENSG00000115138	Obesity, adrenal insufficiency, and red hair due to POMC deficiency, 609734 (3), Autosomal recessive; {Obesity, early-onset, susceptibility to}, 601665 (3), Autosomal recessive, Autosomal dominant, Multifactorial
ENSG00000115155	Auditory neuropathy, autosomal recessive, 1, 601071 (3), Autosomal recessive; Deafness, autosomal recessive 9, 601071 (3), Autosomal recessive
ENSG00000115159	{Diabetes, type 2, susceptibility to}, 125853 (3), Autosomal dominant
ENSG00000115170	Fibrodysplasia ossificans progressiva, 135100 (3), Autosomal dominant
ENSG00000115204	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type), 256810 (3), Autosomal recessive
ENSG00000115211	Leukoencephalopathy with vanishing white matter, 603896 (3), Autosomal recessive; Ovarioleukodystrophy, 603896 (3), Autosomal recessive
ENSG00000115221	Amelogenesis imperfecta, type IH, 616221 (3), Autosomal recessive
ENSG00000115255	Retinitis pigmentosa 77, 617304 (3), Autosomal recessive
ENSG00000115266	?Sotos syndrome 3, 617169 (3), Autosomal recessive
ENSG00000115267	Aicardi-Goutieres syndrome 7, 615846 (3), Autosomal dominant; Singleton-Merten syndrome 1, 182250 (3), Autosomal dominant
ENSG00000115275	Congenital disorder of glycosylation, type IIb, 606056 (3), Autosomal recessive
ENSG00000115286	Leigh syndrome, 256000 (3), Autosomal recessive, Mitochondrial
ENSG00000115317	3-methylglutaconic aciduria, type VIII, 617248 (3), Autosomal recessive; {Parkinson disease 13}, 610297 (3)
ENSG00000115339	Tumoral calcinosis, hyperphosphatemic, familial, 1, 211900 (3), Autosomal recessive
ENSG00000115355	?PEHO syndrome-like, 617507 (3), Autosomal recessive
ENSG00000115380	Doyne honeycomb degeneration of retina, 126600 (3), Autosomal dominant
ENSG00000115392	Fanconi anemia, complementation group L, 614083 (3), Autosomal recessive
ENSG00000115414	Glomerulopathy with fibronectin deposits 2, 601894 (3), Autosomal dominant; Plasma fibronectin deficiency, 614101 (1), Autosomal dominant; Spondylometaphyseal dysplasia, corner fracture type, 184255 (3), Autosomal dominant
ENSG00000115415	Immunodeficiency 31A, mycobacteriosis, autosomal dominant, 614892 (3), Autosomal dominant; Immunodeficiency 31B, mycobacterial and viral infections, autosomal recessive, 613796 (3), Autosomal recessive; Immunodeficiency 31C, autosomal dominant, 614162 (3), Autosomal dominant
ENSG00000115459	?Deafness, autosomal recessive 88, 615429 (3), Autosomal recessive
ENSG00000115474	Leber congenital amaurosis 16, 614186 (3), Autosomal recessive; Snowflake vitreoretinal degeneration, 193230 (3), Autosomal dominant
